"command_id","tag_name"
"smb-smbclient-connect","SAMBA"
"smb-smbclient-connect","SMB"
"smb-smbclient-connect","SMBCLIENT"
"smb-smbmap-recursive","CREDENTIAL_ACCESS"
"smb-smbmap-recursive","DETAILED"
"smb-smbmap-recursive","DIRECTORY_ENUMERATION"
"smb-smbmap-recursive","DISCOVERY"
"smb-smbmap-recursive","ENUM"
"smb-smbmap-recursive","ENUMERATION"
"smb-smbmap-recursive","OSCP:HIGH"
"smb-smbmap-recursive","RECONNAISSANCE"
"smb-smbmap-recursive","RECURSIVE"
"smb-smbmap-recursive","SAMBA"
"smb-smbmap-recursive","SMB"
"smb-smbmap-recursive","SMBMAP"
"smb-mount-share","CREDENTIAL_ACCESS"
"smb-mount-share","ENUMERATION"
"smb-mount-share","FILE_INCLUSION"
"smb-mount-share","FILE_TRANSFER"
"smb-mount-share","MOUNT"
"smb-mount-share","OSCP:HIGH"
"smb-mount-share","PRIVILEGE_ESCALATION"
"smb-mount-share","RECONNAISSANCE"
"smb-mount-share","SAMBA"
"smb-mount-share","SMB"
"curl-header-enum","CURL"
"curl-header-enum","DISCOVERY"
"curl-header-enum","ENUM"
"curl-header-enum","ENUMERATION"
"curl-header-enum","HTTP"
"curl-header-enum","NETWORK"
"curl-header-enum","OSCP:HIGH"
"curl-header-enum","QUICK_WIN"
"curl-header-enum","RECONNAISSANCE"
"curl-header-enum","WEB"
"whatweb-technology-detection","CMS"
"whatweb-technology-detection","ENUM"
"whatweb-technology-detection","ENUMERATION"
"whatweb-technology-detection","FINGERPRINT"
"whatweb-technology-detection","NETWORK"
"whatweb-technology-detection","OSCP:HIGH"
"whatweb-technology-detection","RECONNAISSANCE"
"whatweb-technology-detection","STARTER"
"whatweb-technology-detection","WEB"
"whatweb-technology-detection","WHATWEB"
"vhost-fuzzing-gobuster","DIRECTORY_ENUMERATION"
"vhost-fuzzing-gobuster","DISCOVERY"
"vhost-fuzzing-gobuster","ENUM"
"vhost-fuzzing-gobuster","ENUMERATION"
"vhost-fuzzing-gobuster","FUZZING"
"vhost-fuzzing-gobuster","GOBUSTER"
"vhost-fuzzing-gobuster","OSCP:HIGH"
"vhost-fuzzing-gobuster","RECONNAISSANCE"
"vhost-fuzzing-gobuster","VHOST"
"vhost-fuzzing-gobuster","WEB"
"dns-zone-transfer-dig","DNS"
"dns-zone-transfer-dig","ENUM"
"dns-zone-transfer-dig","ENUMERATION"
"dns-zone-transfer-dig","FILE_TRANSFER"
"dns-zone-transfer-dig","OSCP:MEDIUM"
"dns-zone-transfer-dig","QUICK_WIN"
"dns-zone-transfer-dig","RECONNAISSANCE"
"dns-zone-transfer-dig","ZONE_TRANSFER"
"iptables-list-rules","linux"
"iptables-list-rules","firewall"
"iptables-list-rules","enumeration"
"iptables-list-rules","iptables"
"iptables-list-rules","oscp"
"iptables-allow-port","linux"
"iptables-allow-port","firewall"
"iptables-allow-port","manipulation"
"iptables-allow-port","iptables"
"iptables-allow-port","oscp"
"iptables-port-forward","linux"
"iptables-port-forward","firewall"
"iptables-port-forward","port-forward"
"iptables-port-forward","iptables"
"iptables-port-forward","oscp"
"iptables-delete-rule","linux"
"iptables-delete-rule","firewall"
"iptables-delete-rule","iptables"
"iptables-delete-rule","oscp"
"iptables-flush-all","linux"
"iptables-flush-all","firewall"
"iptables-flush-all","iptables"
"iptables-flush-all","oscp"
"ufw-status","linux"
"ufw-status","firewall"
"ufw-status","enumeration"
"ufw-status","ufw"
"ufw-status","ubuntu"
"ufw-status","oscp"
"ufw-allow-port","linux"
"ufw-allow-port","firewall"
"ufw-allow-port","ufw"
"ufw-allow-port","ubuntu"
"ufw-allow-port","oscp"
"ufw-disable","linux"
"ufw-disable","firewall"
"ufw-disable","ufw"
"ufw-disable","oscp"
"firewalld-list-all","linux"
"firewalld-list-all","firewall"
"firewalld-list-all","enumeration"
"firewalld-list-all","firewalld"
"firewalld-list-all","rhel"
"firewalld-list-all","centos"
"firewalld-list-all","oscp"
"firewalld-add-port","linux"
"firewalld-add-port","firewall"
"firewalld-add-port","firewalld"
"firewalld-add-port","rhel"
"firewalld-add-port","oscp"
"firewalld-port-forward","linux"
"firewalld-port-forward","firewall"
"firewalld-port-forward","port-forward"
"firewalld-port-forward","firewalld"
"firewalld-port-forward","oscp"
"netsh-firewall-show","windows"
"netsh-firewall-show","firewall"
"netsh-firewall-show","enumeration"
"netsh-firewall-show","netsh"
"netsh-firewall-show","oscp"
"netsh-firewall-show-state","windows"
"netsh-firewall-show-state","firewall"
"netsh-firewall-show-state","enumeration"
"netsh-firewall-show-state","netsh"
"netsh-firewall-show-state","legacy"
"netsh-firewall-show-state","oscp"
"netsh-firewall-add-rule","windows"
"netsh-firewall-add-rule","firewall"
"netsh-firewall-add-rule","netsh"
"netsh-firewall-add-rule","oscp"
"netsh-firewall-port-forward","windows"
"netsh-firewall-port-forward","firewall"
"netsh-firewall-port-forward","port-forward"
"netsh-firewall-port-forward","netsh"
"netsh-firewall-port-forward","oscp"
"netsh-portproxy-add","windows"
"netsh-portproxy-add","firewall"
"netsh-portproxy-add","port-forward"
"netsh-portproxy-add","netsh"
"netsh-portproxy-add","pivoting"
"netsh-portproxy-add","oscp"
"netsh-portproxy-show","windows"
"netsh-portproxy-show","firewall"
"netsh-portproxy-show","enumeration"
"netsh-portproxy-show","netsh"
"netsh-portproxy-show","oscp"
"netsh-firewall-disable","windows"
"netsh-firewall-disable","firewall"
"netsh-firewall-disable","netsh"
"netsh-firewall-disable","oscp"
"netsh-firewall-delete-rule","windows"
"netsh-firewall-delete-rule","firewall"
"netsh-firewall-delete-rule","netsh"
"netsh-firewall-delete-rule","oscp"
"ps-wmi-invoke-method","POWERSHELL"
"ps-wmi-invoke-method","WMI"
"ps-wmi-invoke-method","LATERAL_MOVEMENT"
"ps-wmi-invoke-method","REMOTE_EXECUTION"
"ps-wmi-invoke-method","OSCP:MEDIUM"
"ps-winrm-credential-setup","POWERSHELL"
"ps-winrm-credential-setup","WINRM"
"ps-winrm-credential-setup","CREDENTIALS"
"ps-winrm-credential-setup","LATERAL_MOVEMENT"
"ps-winrm-credential-setup","OSCP:HIGH"
"ps-wmi-cimsession-setup","POWERSHELL"
"ps-wmi-cimsession-setup","WMI"
"ps-wmi-cimsession-setup","CIM"
"ps-wmi-cimsession-setup","LATERAL_MOVEMENT"
"ps-wmi-cimsession-setup","OSCP:MEDIUM"
"ps-winrm-invoke-command","POWERSHELL"
"ps-winrm-invoke-command","WINRM"
"ps-winrm-invoke-command","LATERAL_MOVEMENT"
"ps-winrm-invoke-command","REMOTE_EXECUTION"
"ps-winrm-invoke-command","OSCP:HIGH"
"service-ssh-start-sysvinit","PIVOTING"
"service-ssh-start-sysvinit","SSH"
"service-ssh-start-sysvinit","SYSVINIT"
"service-ssh-start-sysvinit","SERVICE_MANAGEMENT"
"nmap-localhost-verification","PIVOTING"
"nmap-localhost-verification","NMAP"
"nmap-localhost-verification","PORT_VERIFICATION"
"netstat-routing-table","PIVOTING"
"netstat-routing-table","NETSTAT"
"netstat-routing-table","ROUTING"
"netstat-routing-table","NETWORK_ENUM"
"curl-http-service-verification","PIVOTING"
"curl-http-service-verification","CURL"
"curl-http-service-verification","HTTP"
"curl-http-service-verification","CONNECTIVITY_TEST"
"ssh-local-port-forward-inline","PIVOTING"
"ssh-local-port-forward-inline","SSH"
"ssh-local-port-forward-inline","PORT_FORWARD"
"ssh-local-port-forward-inline","TUNNELING"
"crackmapexec-smb-framework","PIVOTING"
"crackmapexec-smb-framework","LATERAL_MOVEMENT"
"crackmapexec-smb-framework","SMB"
"crackmapexec-smb-framework","CRACKMAPEXEC"
"wmic-os-version-specific","PIVOTING"
"wmic-os-version-specific","WINDOWS"
"wmic-os-version-specific","WMIC"
"wmic-os-version-specific","OS_ENUM"
"whoami-all-windows","PIVOTING"
"whoami-all-windows","WINDOWS"
"whoami-all-windows","WHOAMI"
"whoami-all-windows","USER_ENUM"
"whoami-all-windows","PRIVESC"
"plink-remote-forward-microsocks","PIVOTING"
"plink-remote-forward-microsocks","PLINK"
"plink-remote-forward-microsocks","SOCKS"
"plink-remote-forward-microsocks","WINDOWS"
"plink-remote-forward-microsocks","TUNNELING"
"ip-route-ping-verification","PIVOTING"
"ip-route-ping-verification","ROUTING"
"ip-route-ping-verification","PING"
"ip-route-ping-verification","NETWORK_VERIFICATION"
"chisel-http-tunneling","PIVOTING"
"chisel-http-tunneling","CHISEL"
"chisel-http-tunneling","HTTP_TUNNEL"
"chisel-http-tunneling","SOCKS"
"test-netconnection-ssh-port","PIVOTING"
"test-netconnection-ssh-port","WINDOWS"
"test-netconnection-ssh-port","POWERSHELL"
"test-netconnection-ssh-port","CONNECTIVITY_TEST"
"test-netconnection-ssh-port","FIREWALL"
"plink-remote-forward-windows","PIVOTING"
"plink-remote-forward-windows","PLINK"
"plink-remote-forward-windows","WINDOWS"
"plink-remote-forward-windows","PORT_FORWARD"
"plink-remote-forward-windows","REVERSE_TUNNEL"
"proxychains-config-verify","PIVOTING"
"proxychains-config-verify","PROXYCHAINS"
"proxychains-config-verify","SOCKS"
"proxychains-config-verify","CONFIGURATION"
"systemctl-start-ssh","SSH"
"systemctl-start-ssh","SERVER"
"systemctl-start-ssh","SYSTEMD"
"systemctl-start-ssh","OSCP:HIGH"
"systemctl-start-ssh","PIVOTING"
"apache2-start","APACHE"
"apache2-start","HTTP_SERVER"
"apache2-start","FILE_TRANSFER"
"apache2-start","OSCP:HIGH"
"apache2-start","SYSTEMD"
"ss-listening-ports","ENUMERATION"
"ss-listening-ports","NETWORKING"
"ss-listening-ports","PORT_SCAN"
"ss-listening-ports","OSCP:HIGH"
"ss-listening-ports","SS"
"ip-addr","ENUMERATION"
"ip-addr","NETWORKING"
"ip-addr","IP_ADDRESS"
"ip-addr","OSCP:HIGH"
"ip-addr","IPROUTE2"
"ip-route","ENUMERATION"
"ip-route","NETWORKING"
"ip-route","ROUTING"
"ip-route","OSCP:MEDIUM"
"ip-route","IPROUTE2"
"nmap-port-check","NMAP"
"nmap-port-check","PORT_SCAN"
"nmap-port-check","ENUMERATION"
"nmap-port-check","OSCP:HIGH"
"nmap-port-check","VERIFICATION"
"psql-connect","POSTGRESQL"
"psql-connect","DATABASE"
"psql-connect","ENUMERATION"
"psql-connect","PIVOTING"
"psql-connect","OSCP:HIGH"
"smbclient-list-shares","SMB"
"smbclient-list-shares","ENUMERATION"
"smbclient-list-shares","NULL_SESSION"
"smbclient-list-shares","OSCP:HIGH"
"smbclient-list-shares","SMBCLIENT"
"netsh-portproxy-delete","NETSH"
"netsh-portproxy-delete","WINDOWS"
"netsh-portproxy-delete","CLEANUP"
"netsh-portproxy-delete","OSCP:MEDIUM"
"netsh-portproxy-delete","ADMIN_REQUIRED"
"where-windows","WINDOWS"
"where-windows","ENUMERATION"
"where-windows","OSCP:MEDIUM"
"systeminfo-windows","WINDOWS"
"systeminfo-windows","ENUMERATION"
"systeminfo-windows","OSCP:HIGH"
"systeminfo-windows","SYSTEMINFO"
"whoami-priv","WINDOWS"
"whoami-priv","ENUMERATION"
"whoami-priv","PRIVESC"
"whoami-priv","OSCP:HIGH"
"ipconfig-all","WINDOWS"
"ipconfig-all","ENUMERATION"
"ipconfig-all","NETWORKING"
"ipconfig-all","OSCP:HIGH"
"netstat-windows","WINDOWS"
"netstat-windows","ENUMERATION"
"netstat-windows","NETWORKING"
"netstat-windows","OSCP:HIGH"
"ssh-local-port-forward","SSH"
"ssh-local-port-forward","TUNNELING"
"ssh-local-port-forward","PORT_FORWARD"
"ssh-local-port-forward","PIVOTING"
"ssh-local-port-forward","OSCP:HIGH"
"ssh-local-port-forward","LOCAL_FORWARD"
"ssh-dynamic-port-forward","SSH"
"ssh-dynamic-port-forward","TUNNELING"
"ssh-dynamic-port-forward","SOCKS"
"ssh-dynamic-port-forward","PIVOTING"
"ssh-dynamic-port-forward","OSCP:HIGH"
"ssh-dynamic-port-forward","DYNAMIC_FORWARD"
"ssh-dynamic-port-forward","PROXYCHAINS"
"ssh-remote-port-forward","SSH"
"ssh-remote-port-forward","TUNNELING"
"ssh-remote-port-forward","REVERSE_TUNNEL"
"ssh-remote-port-forward","PIVOTING"
"ssh-remote-port-forward","OSCP:HIGH"
"ssh-remote-port-forward","FIREWALL_BYPASS"
"ssh-remote-dynamic-port-forward","SSH"
"ssh-remote-dynamic-port-forward","TUNNELING"
"ssh-remote-dynamic-port-forward","REVERSE_SOCKS"
"ssh-remote-dynamic-port-forward","PIVOTING"
"ssh-remote-dynamic-port-forward","OSCP:HIGH"
"ssh-remote-dynamic-port-forward","FIREWALL_BYPASS"
"socat-port-forward","SOCAT"
"socat-port-forward","PORT_FORWARD"
"socat-port-forward","PIVOTING"
"socat-port-forward","OSCP:MEDIUM"
"socat-port-forward","TCP_RELAY"
"plink-remote-forward","PLINK"
"plink-remote-forward","WINDOWS"
"plink-remote-forward","SSH"
"plink-remote-forward","TUNNELING"
"plink-remote-forward","REVERSE_TUNNEL"
"plink-remote-forward","PIVOTING"
"plink-remote-forward","OSCP:HIGH"
"plink-remote-forward","FIREWALL_BYPASS"
"xfreerdp-connect","RDP"
"xfreerdp-connect","REMOTE_ACCESS"
"xfreerdp-connect","WINDOWS"
"xfreerdp-connect","OSCP:HIGH"
"xfreerdp-connect","XFREERDP"
"ssh-version","SSH"
"ssh-version","ENUMERATION"
"ssh-version","OSCP:MEDIUM"
"ssh-debug-verbose","SSH"
"ssh-debug-verbose","DEBUGGING"
"ssh-debug-verbose","OSCP:MEDIUM"
"sshuttle-vpn","SSH"
"sshuttle-vpn","VPN"
"sshuttle-vpn","TUNNELING"
"sshuttle-vpn","PIVOTING"
"sshuttle-vpn","OSCP:MEDIUM"
"sshuttle-vpn","SSHUTTLE"
"ssh-connect-password","LATERAL_MOVEMENT"
"ssh-connect-password","LINUX"
"ssh-connect-password","OSCP:HIGH"
"ssh-connect-password","PIVOTING"
"ssh-connect-password","REMOTE_ACCESS"
"ssh-connect-password","SSH"
"ssh-key-authentication","LATERAL_MOVEMENT"
"ssh-key-authentication","LINUX"
"ssh-key-authentication","OSCP:HIGH"
"ssh-key-authentication","PIVOTING"
"ssh-key-authentication","REMOTE_ACCESS"
"ssh-key-authentication","SSH"
"extract-ssh-key","CREDENTIAL_ACCESS"
"extract-ssh-key","FILE_DISCOVERY"
"extract-ssh-key","LATERAL_MOVEMENT"
"extract-ssh-key","LINUX"
"extract-ssh-key","OSCP:HIGH"
"extract-ssh-key","PIVOTING"
"extract-ssh-key","SSH"
"ssh-key-format","LATERAL_MOVEMENT"
"ssh-key-format","OSCP:MEDIUM"
"ssh-key-format","PIVOTING"
"ssh-key-format","SSH"
"ssh-key-format","TROUBLESHOOTING"
"proxychains-config","PROXYCHAINS"
"proxychains-config","SOCKS"
"proxychains-config","PIVOTING"
"proxychains-config","OSCP:HIGH"
"proxychains-config","CONFIGURATION"
"proxychains-nmap","PROXYCHAINS"
"proxychains-nmap","NMAP"
"proxychains-nmap","PIVOTING"
"proxychains-nmap","ENUMERATION"
"proxychains-nmap","OSCP:HIGH"
"proxychains-nmap","SOCKS"
"proxychains-psql","PROXYCHAINS"
"proxychains-psql","POSTGRESQL"
"proxychains-psql","DATABASE"
"proxychains-psql","PIVOTING"
"proxychains-psql","OSCP:MEDIUM"
"proxychains-psql","SOCKS"
"rustscan-fast-scan","oscp"
"rustscan-fast-scan","recon"
"rustscan-fast-scan","port-scan"
"rustscan-fast-scan","fast"
"masscan-fast-scan","oscp"
"masscan-fast-scan","recon"
"masscan-fast-scan","port-scan"
"masscan-fast-scan","fast"
"autorecon-full","oscp"
"autorecon-full","recon"
"autorecon-full","automated"
"autorecon-full","enumeration"
"enum4linux-smb","oscp"
"enum4linux-smb","smb"
"enum4linux-smb","enumeration"
"enum4linux-smb","windows"
"enum4linux-ng","oscp"
"enum4linux-ng","smb"
"enum4linux-ng","enumeration"
"enum4linux-ng","windows"
"enum4linux-ng","modern"
"whatweb-scan","oscp"
"whatweb-scan","web"
"whatweb-scan","fingerprinting"
"ldapsearch-basic","oscp"
"ldapsearch-basic","ldap"
"ldapsearch-basic","active-directory"
"ldapsearch-basic","enumeration"
"ldapsearch-dump","oscp"
"ldapsearch-dump","ldap"
"ldapsearch-dump","active-directory"
"ldapsearch-dump","credential"
"dig-domain-enum","oscp"
"dig-domain-enum","dns"
"dig-domain-enum","enumeration"
"dig-zone-transfer","oscp"
"dig-zone-transfer","dns"
"dig-zone-transfer","zone-transfer"
"dnsenum-domain","oscp"
"dnsenum-domain","dns"
"dnsenum-domain","enumeration"
"dnsrecon-domain","oscp"
"dnsrecon-domain","dns"
"dnsrecon-domain","enumeration"
"suid-find","oscp"
"suid-find","suid"
"suid-find","linux"
"suid-find","privesc"
"suid-find","find"
"suid-exploit","oscp"
"suid-exploit","suid"
"suid-exploit","linux"
"suid-exploit","privesc"
"suid-exploit","gtfobins"
"cap-find","oscp"
"cap-find","capabilities"
"cap-find","linux"
"cap-find","privesc"
"cap-exploit","oscp"
"cap-exploit","capabilities"
"cap-exploit","linux"
"cap-exploit","privesc"
"cap-exploit","gtfobins"
"cron-enum","oscp"
"cron-enum","cronjobs"
"cron-enum","linux"
"cron-enum","privesc"
"cron-enum","enumeration"
"kernel-exploit-search","oscp"
"kernel-exploit-search","kernel"
"kernel-exploit-search","linux"
"kernel-exploit-search","privesc"
"gtfobins-lookup","oscp"
"gtfobins-lookup","gtfobins"
"gtfobins-lookup","linux"
"gtfobins-lookup","privesc"
"gtfobins-lookup","reference"
"lolbas-lookup","oscp"
"lolbas-lookup","lolbas"
"lolbas-lookup","windows"
"lolbas-lookup","privesc"
"lolbas-lookup","reference"
"ffuf-dir-fuzz","oscp"
"ffuf-dir-fuzz","web"
"ffuf-dir-fuzz","fuzzing"
"ffuf-dir-fuzz","directory"
"ffuf-vhost-fuzz","oscp"
"ffuf-vhost-fuzz","web"
"ffuf-vhost-fuzz","vhost"
"ffuf-vhost-fuzz","fuzzing"
"ffuf-param-fuzz","oscp"
"ffuf-param-fuzz","web"
"ffuf-param-fuzz","parameters"
"ffuf-param-fuzz","fuzzing"
"curl-get","oscp"
"curl-get","web"
"curl-get","http"
"curl-headers","oscp"
"curl-headers","web"
"curl-headers","http"
"curl-headers","headers"
"gobuster-dir-basic","oscp"
"gobuster-dir-basic","gobuster"
"gobuster-dir-basic","web"
"gobuster-dir-basic","directory-enumeration"
"wfuzz-dir","oscp"
"wfuzz-dir","wfuzz"
"wfuzz-dir","web"
"wfuzz-dir","fuzzing"
"wfuzz-param","oscp"
"wfuzz-param","wfuzz"
"wfuzz-param","web"
"wfuzz-param","parameters"
"nikto-web-scan","oscp"
"nikto-web-scan","nikto"
"nikto-web-scan","web"
"nikto-web-scan","vulnerability-scan"
"wpscan-enumerate","oscp"
"wpscan-enumerate","wpscan"
"wpscan-enumerate","wordpress"
"wpscan-enumerate","cms"
"joomscan-enumerate","oscp"
"joomscan-enumerate","joomscan"
"joomscan-enumerate","joomla"
"joomscan-enumerate","cms"
"droopescan-enumerate","oscp"
"droopescan-enumerate","droopescan"
"droopescan-enumerate","cms"
"droopescan-enumerate","drupal"
"wget-recursive","oscp"
"wget-recursive","wget"
"wget-recursive","web"
"wget-recursive","download"
"sqlmap-advanced","oscp"
"sqlmap-advanced","sqlmap"
"sqlmap-advanced","sql-injection"
"sqlmap-advanced","web"
"php-http-server","oscp"
"php-http-server","php"
"php-http-server","http-server"
"php-http-server","file-transfer"
"ruby-http-server","oscp"
"ruby-http-server","ruby"
"ruby-http-server","http-server"
"ruby-http-server","file-transfer"
"scp-upload","oscp"
"scp-upload","scp"
"scp-upload","file-transfer"
"scp-upload","upload"
"scp-download","oscp"
"scp-download","scp"
"scp-download","file-transfer"
"scp-download","download"
"tftp-upload","oscp"
"tftp-upload","tftp"
"tftp-upload","file-transfer"
"tftp-upload","windows"
"impacket-smbserver","oscp"
"impacket-smbserver","impacket"
"impacket-smbserver","smb"
"impacket-smbserver","file-transfer"
"bitsadmin-download","oscp"
"bitsadmin-download","bitsadmin"
"bitsadmin-download","windows"
"bitsadmin-download","file-transfer"
"bitsadmin-download","download"
"powershell-wget","oscp"
"powershell-wget","powershell"
"powershell-wget","windows"
"powershell-wget","file-transfer"
"powershell-wget","download"
"powershell-invoke-webrequest","oscp"
"powershell-invoke-webrequest","powershell"
"powershell-invoke-webrequest","windows"
"powershell-invoke-webrequest","file-transfer"
"powershell-invoke-webrequest","download"
"chisel-server","oscp"
"chisel-server","chisel"
"chisel-server","tunneling"
"chisel-server","pivoting"
"chisel-server","server"
"chisel-server","OSCP:HIGH"
"chisel-client","oscp"
"chisel-client","chisel"
"chisel-client","tunneling"
"chisel-client","pivoting"
"chisel-client","client"
"chisel-client","OSCP:HIGH"
"chisel-socks","oscp"
"chisel-socks","chisel"
"chisel-socks","socks"
"chisel-socks","proxy"
"chisel-socks","OSCP:HIGH"
"ssh-local-forward","oscp"
"ssh-local-forward","ssh"
"ssh-local-forward","tunneling"
"ssh-local-forward","port-forwarding"
"ssh-local-forward","local"
"ssh-local-forward","OSCP:HIGH"
"ssh-remote-forward","oscp"
"ssh-remote-forward","ssh"
"ssh-remote-forward","tunneling"
"ssh-remote-forward","port-forwarding"
"ssh-remote-forward","remote"
"ssh-remote-forward","OSCP:HIGH"
"ssh-dynamic-forward","oscp"
"ssh-dynamic-forward","ssh"
"ssh-dynamic-forward","tunneling"
"ssh-dynamic-forward","socks"
"ssh-dynamic-forward","dynamic"
"ssh-dynamic-forward","OSCP:HIGH"
"ligolo-server","oscp"
"ligolo-server","ligolo-ng"
"ligolo-server","pivoting"
"ligolo-server","server"
"ligolo-server","OSCP:HIGH"
"ligolo-agent","oscp"
"ligolo-agent","ligolo-ng"
"ligolo-agent","pivoting"
"ligolo-agent","agent"
"ligolo-agent","OSCP:HIGH"
"msfvenom-linux-shell","oscp"
"msfvenom-linux-shell","msfvenom"
"msfvenom-linux-shell","payload"
"msfvenom-linux-shell","linux"
"msfvenom-linux-shell","reverse-shell"
"msfvenom-windows-shell","oscp"
"msfvenom-windows-shell","msfvenom"
"msfvenom-windows-shell","payload"
"msfvenom-windows-shell","windows"
"msfvenom-windows-shell","reverse-shell"
"msfvenom-staged","oscp"
"msfvenom-staged","msfvenom"
"msfvenom-staged","payload"
"msfvenom-staged","staged"
"msfvenom-staged","meterpreter"
"searchsploit-search","oscp"
"searchsploit-search","searchsploit"
"searchsploit-search","exploit-db"
"searchsploit-search","research"
"searchsploit-update","oscp"
"searchsploit-update","searchsploit"
"searchsploit-update","update"
"nc-bind-shell","oscp"
"nc-bind-shell","netcat"
"nc-bind-shell","nc"
"nc-bind-shell","bind-shell"
"socat-listener","oscp"
"socat-listener","socat"
"socat-listener","listener"
"socat-listener","pty"
"socat-file-transfer","oscp"
"socat-file-transfer","socat"
"socat-file-transfer","file-transfer"
"msfconsole-search","oscp"
"msfconsole-search","metasploit"
"msfconsole-search","msfconsole"
"msfconsole-search","search"
"msfconsole-exploit","oscp"
"msfconsole-exploit","metasploit"
"msfconsole-exploit","msfconsole"
"msfconsole-exploit","exploit"
"linpeas-run","oscp"
"linpeas-run","linpeas"
"linpeas-run","linux"
"linpeas-run","privesc"
"linpeas-run","enumeration"
"linenum-run","oscp"
"linenum-run","linenum"
"linenum-run","linux"
"linenum-run","privesc"
"linenum-run","enumeration"
"les-run","oscp"
"les-run","linux-exploit-suggester"
"les-run","kernel"
"les-run","privesc"
"pspy-monitor","oscp"
"pspy-monitor","pspy"
"pspy-monitor","processes"
"pspy-monitor","cronjobs"
"pspy-monitor","monitoring"
"winpeas-run","oscp"
"winpeas-run","winpeas"
"winpeas-run","windows"
"winpeas-run","privesc"
"winpeas-run","enumeration"
"wes-run","oscp"
"wes-run","windows-exploit-suggester"
"wes-run","windows"
"wes-run","privesc"
"powerup-run","oscp"
"powerup-run","powerup"
"powerup-run","powershell"
"powerup-run","windows"
"powerup-run","privesc"
"privesccheck-run","oscp"
