"command_id","variable_id","position","example","required"
"netsh-firewall-delete-rule","7e6a0af941cb89f9","0","Allow_ReverseShell","True"
"ps-wmi-invoke-method","8f54a3b95ece8bf7","0","calc","True"
"ps-winrm-credential-setup","d96fe655f106be0f","0","jen","True"
"ps-winrm-credential-setup","3c5dfc5cec43fca4","1","Nexus123!","True"
"ps-wmi-cimsession-setup","face8a1865a28492","0","192.168.50.73","True"
"ps-winrm-invoke-command","face8a1865a28492","0","192.168.50.73","True"
"ps-winrm-invoke-command","8f54a3b95ece8bf7","1","whoami; hostname","True"
"curl-http-service-verification","face8a1865a28492","0","127.0.0.1","True"
"curl-http-service-verification","f4da422801e90d2e","1","8080","True"
"ssh-local-port-forward-inline","92be5934e3393f55","0","8080","True"
"ssh-local-port-forward-inline","face8a1865a28492","1","192.168.10.50","True"
"ssh-local-port-forward-inline","f4da422801e90d2e","2","80","True"
"ssh-local-port-forward-inline","bb50834e165ea243","3","user","True"
"ssh-local-port-forward-inline","8c409d14c65a0a00","4","10.10.10.50","True"
"plink-remote-forward-microsocks","05c795b5d91ae405","0","9050","True"
"plink-remote-forward-microsocks","3ef91140af5aa921","1","1080","True"
"plink-remote-forward-microsocks","bb50834e165ea243","2","kali","True"
"plink-remote-forward-microsocks","8c409d14c65a0a00","3","10.10.14.5","True"
"ip-route-ping-verification","4a0798884add7ddf","0","172.16.10.50","True"
"test-netconnection-ssh-port","8c409d14c65a0a00","0","10.10.14.5","True"
"plink-remote-forward-windows","05c795b5d91ae405","0","9999","True"
"plink-remote-forward-windows","92be5934e3393f55","1","3389","True"
"plink-remote-forward-windows","bb50834e165ea243","2","kali","True"
"plink-remote-forward-windows","8c409d14c65a0a00","3","10.10.14.5","True"
"nmap-port-check","f4da422801e90d2e","0","22","True"
"nmap-port-check","face8a1865a28492","1","192.168.45.100","True"
"psql-connect","face8a1865a28492","0","10.4.50.215","True"
"psql-connect","f4da422801e90d2e","1","5432","False"
"psql-connect","d96fe655f106be0f","2","postgres","True"
"psql-connect","21e4c16201d50886","3","postgres","False"
"smbclient-list-shares","face8a1865a28492","0","192.168.50.63","True"
"netsh-portproxy-delete","230a3f5ab2039222","0","2222","True"
"netsh-portproxy-delete","dbc3cba313c64ccf","1","0.0.0.0","True"
"where-windows","9a4ec1157330c5c4","0","ssh","True"
"ssh-local-port-forward","5eab2f17c3457dc1","0","0.0.0.0","False"
"ssh-local-port-forward","92be5934e3393f55","1","4455","True"
"ssh-local-port-forward","4a0798884add7ddf","2","172.16.50.217","True"
"ssh-local-port-forward","3eb4df297a4c2c7d","3","445","True"
"ssh-local-port-forward","bb50834e165ea243","4","database_admin","True"
"ssh-local-port-forward","8c409d14c65a0a00","5","10.4.50.215","True"
"ssh-dynamic-port-forward","5eab2f17c3457dc1","0","0.0.0.0","False"
"ssh-dynamic-port-forward","3ef91140af5aa921","1","9999","True"
"ssh-dynamic-port-forward","bb50834e165ea243","2","database_admin","True"
"ssh-dynamic-port-forward","8c409d14c65a0a00","3","10.4.50.215","True"
"ssh-remote-port-forward","5eab2f17c3457dc1","0","127.0.0.1","False"
"ssh-remote-port-forward","05c795b5d91ae405","1","2345","True"
"ssh-remote-port-forward","4a0798884add7ddf","2","10.4.50.215","True"
"ssh-remote-port-forward","3eb4df297a4c2c7d","3","5432","True"
"ssh-remote-port-forward","bb50834e165ea243","4","kali","True"
"ssh-remote-port-forward","2e4f5e8e4aa04356","5","192.168.118.4","True"
"ssh-remote-dynamic-port-forward","3ef91140af5aa921","0","9998","True"
"ssh-remote-dynamic-port-forward","bb50834e165ea243","1","kali","True"
"ssh-remote-dynamic-port-forward","2e4f5e8e4aa04356","2","192.168.118.4","True"
"socat-port-forward","92be5934e3393f55","0","2345","True"
"socat-port-forward","4a0798884add7ddf","1","10.4.50.215","True"
"socat-port-forward","3eb4df297a4c2c7d","2","5432","True"
"plink-remote-forward","bb50834e165ea243","0","kali","True"
"plink-remote-forward","ee7852a17c86677a","1","kali","True"
"plink-remote-forward","05c795b5d91ae405","2","9833","True"
"plink-remote-forward","4a0798884add7ddf","3","172.16.50.217","True"
"plink-remote-forward","3eb4df297a4c2c7d","4","3389","True"
"plink-remote-forward","8c409d14c65a0a00","5","192.168.45.x","True"
"xfreerdp-connect","face8a1865a28492","0","192.168.50.63","True"
"xfreerdp-connect","f4da422801e90d2e","1","3389","False"
"xfreerdp-connect","d96fe655f106be0f","2","rdp_admin","True"
"xfreerdp-connect","3c5dfc5cec43fca4","3","P@ssw0rd!","True"
"ssh-debug-verbose","bb50834e165ea243","0","database_admin","True"
"ssh-debug-verbose","8c409d14c65a0a00","1","10.4.50.215","True"
"sshuttle-vpn","bb50834e165ea243","0","database_admin","True"
"sshuttle-vpn","8c409d14c65a0a00","1","10.4.50.215","True"
"sshuttle-vpn","9d64e8ffea5b39a1","2","172.16.50.0","True"
"sshuttle-vpn","dcf199bc70571b5c","3","24","True"
"ssh-connect-password","8bf07c964604e256","0","admin","True"
"ssh-connect-password","face8a1865a28492","1","10.10.11.18","True"
"ssh-key-authentication","f1e906bd9b3db2eb","0","id_rsa","True"
"ssh-key-authentication","8bf07c964604e256","1","admin","True"
"ssh-key-authentication","face8a1865a28492","2","10.10.11.18","True"
"ssh-key-format","f1e906bd9b3db2eb","0","id_rsa","True"
"proxychains-config","5eab2f17c3457dc1","0","127.0.0.1","True"
"proxychains-config","3ef91140af5aa921","1","9999","True"
"proxychains-nmap","86021dc1d00432b2","0","20","True"
"proxychains-nmap","face8a1865a28492","1","172.16.50.217","True"
"proxychains-psql","face8a1865a28492","0","172.16.50.217","True"
"proxychains-psql","f4da422801e90d2e","1","5432","False"
"proxychains-psql","d96fe655f106be0f","2","postgres","True"
"proxychains-psql","21e4c16201d50886","3","confluence","True"
"rustscan-fast-scan","face8a1865a28492","0","192.168.1.1","True"
"masscan-fast-scan","face8a1865a28492","0","192.168.1.0/24","True"
"autorecon-full","face8a1865a28492","0","192.168.1.1","True"
"autorecon-full","500b9b9ab0c50aa4","1","./autorecon-results","True"
"enum4linux-smb","face8a1865a28492","0","192.168.1.1","True"
"enum4linux-ng","face8a1865a28492","0","192.168.1.1","True"
"whatweb-scan","84576cd78cb8dae9","0","http://target.com","True"
"ldapsearch-basic","face8a1865a28492","0","192.168.1.1","True"
"ldapsearch-basic","4949ad9b14a4ad1e","1","DC=domain,DC=local","True"
"ldapsearch-dump","face8a1865a28492","0","192.168.1.1","True"
"ldapsearch-dump","4949ad9b14a4ad1e","1","DC=domain,DC=local","True"
"ldapsearch-dump","8bf07c964604e256","2","","True"
"ldapsearch-dump","11c745735b462353","3","","True"
"dig-domain-enum","13953c1091c80795","0","example.com","True"
"dig-zone-transfer","61c3f140eb0d4fd8","0","192.168.1.1","True"
"dig-zone-transfer","13953c1091c80795","1","example.com","True"
"dnsenum-domain","13953c1091c80795","0","example.com","True"
"dnsrecon-domain","13953c1091c80795","0","example.com","True"
"suid-exploit","a0da0aa0049d0771","0","/usr/bin/find","True"
"cap-exploit","483d93d5bf940d9a","0","/usr/bin/python3.8","True"
"ffuf-dir-fuzz","face8a1865a28492","0","192.168.1.1","True"
"ffuf-dir-fuzz","26c3a2c445a786bb","1","/usr/share/wordlists/dirb/common.txt","True"
"ffuf-vhost-fuzz","face8a1865a28492","0","192.168.1.1","True"
"ffuf-vhost-fuzz","13953c1091c80795","1","example.com","True"
"ffuf-vhost-fuzz","26c3a2c445a786bb","2","/usr/share/seclists/Discovery/DNS/subdomains-top1million-5000.txt","True"
"ffuf-param-fuzz","face8a1865a28492","0","target.com","True"
"ffuf-param-fuzz","e26d08a3b58ba1f7","1","index.php","True"
"ffuf-param-fuzz","26c3a2c445a786bb","2","/usr/share/seclists/Discovery/Web-Content/burp-parameter-names.txt","True"
"curl-get","84576cd78cb8dae9","0","http://target.com","True"
"curl-headers","84576cd78cb8dae9","0","http://target.com","True"
"gobuster-dir-basic","face8a1865a28492","0","192.168.1.1","True"
"gobuster-dir-basic","26c3a2c445a786bb","1","/usr/share/wordlists/dirb/common.txt","True"
"wfuzz-dir","26c3a2c445a786bb","0","/usr/share/wordlists/dirb/common.txt","True"
"wfuzz-dir","face8a1865a28492","1","192.168.1.1","True"
"wfuzz-param","26c3a2c445a786bb","0","/usr/share/seclists/Discovery/Web-Content/burp-parameter-names.txt","True"
"wfuzz-param","face8a1865a28492","1","target.com/index.php","True"
"nikto-web-scan","face8a1865a28492","0","192.168.1.1","True"
"wpscan-enumerate","face8a1865a28492","0","target.com","True"
"joomscan-enumerate","face8a1865a28492","0","target.com","True"
"droopescan-enumerate","827484833b6edf44","0","drupal","True"
"droopescan-enumerate","face8a1865a28492","1","target.com","True"
"wget-recursive","face8a1865a28492","0","target.com","True"
"sqlmap-advanced","84576cd78cb8dae9","0","http://target.com/index.php?id=1","True"
"sqlmap-advanced","977ef033079dfa1b","1","id","True"
"php-http-server","f4da422801e90d2e","0","8000","True"
"ruby-http-server","f4da422801e90d2e","0","8000","True"
"scp-upload","33978a76b5aa87d6","0","exploit.sh","True"
"scp-upload","8bf07c964604e256","1","user","True"
"scp-upload","face8a1865a28492","2","192.168.1.1","True"
"scp-upload","13b96b9dca488e01","3","/tmp/exploit.sh","True"
"scp-download","8bf07c964604e256","0","user","True"
"scp-download","face8a1865a28492","1","192.168.1.1","True"
"scp-download","a277472e02596adb","2","/etc/passwd","True"
"scp-download","a068956ab8ddab10","3","./passwd","True"
"tftp-upload","face8a1865a28492","0","10.10.14.1","True"
"tftp-upload","33978a76b5aa87d6","1","data.txt","True"
"impacket-smbserver","935870a7002cfe24","0","share","True"
"impacket-smbserver","9d06ad462367b532","1",".","True"
"bitsadmin-download","771cc56dcaeb12b8","0","10.10.14.1","True"
"bitsadmin-download","3e363ed1bddd7718","1","nc.exe","True"
"bitsadmin-download","b29e0188261bb8ce","2","C:\Temp\nc.exe","True"
"powershell-wget","771cc56dcaeb12b8","0","10.10.14.1","True"
"powershell-wget","3e363ed1bddd7718","1","nc.exe","True"
"powershell-wget","b29e0188261bb8ce","2","C:\Temp\nc.exe","True"
"powershell-invoke-webrequest","771cc56dcaeb12b8","0","10.10.14.1","True"
"powershell-invoke-webrequest","3e363ed1bddd7718","1","nc.exe","True"
"powershell-invoke-webrequest","b29e0188261bb8ce","2","C:\Temp\nc.exe","True"
"chisel-server","f4da422801e90d2e","0","8000","True"
"chisel-client","a62edaca73ccf97f","0","10.10.14.1","True"
"chisel-client","f4da422801e90d2e","1","8000","True"
"chisel-client","7ef180ba63d75600","2","9090","True"
"chisel-client","face8a1865a28492","3","172.16.1.10","True"
"chisel-client","2f60e0798613c8ae","4","80","True"
"chisel-socks","a62edaca73ccf97f","0","10.10.14.1","True"
"chisel-socks","f4da422801e90d2e","1","8000","True"
"ssh-local-forward","7ef180ba63d75600","0","8080","True"
"ssh-local-forward","face8a1865a28492","1","172.16.1.10","True"
"ssh-local-forward","2f60e0798613c8ae","2","80","True"
"ssh-local-forward","8bf07c964604e256","3","user","True"
"ssh-local-forward","8c409d14c65a0a00","4","192.168.1.1","True"
"ssh-remote-forward","2f60e0798613c8ae","0","8080","True"
"ssh-remote-forward","7ef180ba63d75600","1","80","True"
"ssh-remote-forward","8bf07c964604e256","2","user","True"
"ssh-remote-forward","8c409d14c65a0a00","3","192.168.1.1","True"
"ssh-dynamic-forward","7ef180ba63d75600","0","1080","True"
"ssh-dynamic-forward","8bf07c964604e256","1","user","True"
"ssh-dynamic-forward","8c409d14c65a0a00","2","192.168.1.1","True"
"ligolo-agent","a62edaca73ccf97f","0","10.10.14.1","True"
"msfvenom-linux-shell","771cc56dcaeb12b8","0","10.10.14.1","True"
"msfvenom-linux-shell","7ef180ba63d75600","1","4444","True"
"msfvenom-windows-shell","771cc56dcaeb12b8","0","10.10.14.1","True"
"msfvenom-windows-shell","7ef180ba63d75600","1","4444","True"
"msfvenom-staged","771cc56dcaeb12b8","0","10.10.14.1","True"
"msfvenom-staged","7ef180ba63d75600","1","4444","True"
"searchsploit-search","d605b0b2667a6cc6","0","apache 2.4","True"
"nc-bind-shell","face8a1865a28492","0","192.168.1.1","True"
"nc-bind-shell","2f60e0798613c8ae","1","4444","True"
"socat-listener","7ef180ba63d75600","0","4444","True"
"socat-file-transfer","7ef180ba63d75600","0","8000","True"
"socat-file-transfer","ead0e27c7126f27d","1","exploit.sh","True"
"msfconsole-search","d605b0b2667a6cc6","0","apache","True"
"msfconsole-exploit","e4fdee416aba032d","0","exploit/multi/handler","True"
"msfconsole-exploit","face8a1865a28492","1","192.168.1.1","True"
"msfconsole-exploit","771cc56dcaeb12b8","2","10.10.14.1","True"
"wes-run","210c3e6318d2cf68","0","2024-01-01-mssb.xls","True"
"wes-run","3e363ed1bddd7718","1","systeminfo.txt","True"
"hydra-ftp","04ae8fec5515d43a","0","/usr/share/wordlists/metasploit/unix_users.txt","True"
"hydra-ftp","552cfab6e8dc8542","1","/usr/share/wordlists/rockyou.txt","True"
"hydra-ftp","face8a1865a28492","2","192.168.1.1","True"
"hydra-http","8bf07c964604e256","0","admin","True"
"hydra-http","552cfab6e8dc8542","1","/usr/share/wordlists/rockyou.txt","True"
"hydra-http","face8a1865a28492","2","target.com","True"
"hydra-http","e26d08a3b58ba1f7","3","/login.php","True"
"hydra-http","91b19ac427357e71","4","user=^USER^&pass=^PASS^","True"
"hydra-http","67367fb27c0105ed","5","Login failed","True"
"medusa-ssh","face8a1865a28492","0","192.168.1.1","True"
"medusa-ssh","04ae8fec5515d43a","1","/usr/share/wordlists/metasploit/unix_users.txt","True"
"medusa-ssh","552cfab6e8dc8542","2","/usr/share/wordlists/rockyou.txt","True"
"medusa-smb","face8a1865a28492","0","192.168.1.1","True"
"medusa-smb","04ae8fec5515d43a","1","users.txt","True"
"medusa-smb","552cfab6e8dc8542","2","/usr/share/wordlists/rockyou.txt","True"
"cme-smb","face8a1865a28492","0","192.168.1.0/24","True"
"cme-smb","8bf07c964604e256","1","admin","True"
"cme-smb","11c745735b462353","2","Password123","True"
"cme-winrm","face8a1865a28492","0","192.168.1.1","True"
"cme-winrm","8bf07c964604e256","1","administrator","True"
"cme-winrm","11c745735b462353","2","Password123","True"
"cme-ssh","face8a1865a28492","0","192.168.1.1","True"
"cme-ssh","8bf07c964604e256","1","root","True"
"cme-ssh","11c745735b462353","2","toor","True"
"john-crack","26c3a2c445a786bb","0","/usr/share/wordlists/rockyou.txt","True"
"john-crack","4cc1a89514e4fc81","1","hashes.txt","True"
"john-format","465828ccf114606a","0","ssh","True"
"john-format","3e363ed1bddd7718","1","id_rsa","True"
"john-format","4cc1a89514e4fc81","2","hash.txt","True"
"hashcat-crack","e2e282930b04d4d5","0","0","True"
"hashcat-crack","4cc1a89514e4fc81","1","hashes.txt","True"
"hashcat-crack","26c3a2c445a786bb","2","/usr/share/wordlists/rockyou.txt","True"
"hashcat-modes","d9f2fb32c1271f1a","0","ntlm","True"
"hashid-identify","7c6be3a1d837357c","0","5f4dcc3b5aa765d61d8327deb882cf99","True"
"kerbrute-userenum","13953c1091c80795","0","domain.local","True"
"kerbrute-userenum","728043f16ef5d8d0","1","192.168.1.10","True"
"kerbrute-userenum","04ae8fec5515d43a","2","/usr/share/seclists/Usernames/xato-net-10-million-usernames.txt","True"
"kerbrute-bruteuser","13953c1091c80795","0","domain.local","True"
"kerbrute-bruteuser","728043f16ef5d8d0","1","192.168.1.10","True"
"kerbrute-bruteuser","04ae8fec5515d43a","2","users.txt","True"
"kerbrute-bruteuser","3c5dfc5cec43fca4","3","Password123","True"
"cme-smb-users","face8a1865a28492","0","192.168.1.10","True"
"cme-smb-users","8bf07c964604e256","1","user","True"
"cme-smb-users","11c745735b462353","2","Password123","True"
"psexec-shell","13953c1091c80795","0","domain.local","True"
"psexec-shell","8bf07c964604e256","1","administrator","True"
"psexec-shell","11c745735b462353","2","Password123","True"
"psexec-shell","face8a1865a28492","3","192.168.1.10","True"
"smbexec-shell","13953c1091c80795","0","domain.local","True"
"smbexec-shell","8bf07c964604e256","1","administrator","True"
"smbexec-shell","11c745735b462353","2","Password123","True"
"smbexec-shell","face8a1865a28492","3","192.168.1.10","True"
"wmiexec-shell","13953c1091c80795","0","domain.local","True"
"wmiexec-shell","8bf07c964604e256","1","administrator","True"
"wmiexec-shell","11c745735b462353","2","Password123","True"
"wmiexec-shell","face8a1865a28492","3","192.168.1.10","True"
"secretsdump-hashes","fce64b628c8dba70","0","corp.com","True"
"secretsdump-hashes","2bd35f02556c3cea","1","administrator","True"
"secretsdump-hashes","9a928421ab077c13","2","Password123!","True"
"secretsdump-hashes","2221665f36256a98","3","192.168.50.70","True"
"getnpusers-asreproast","13953c1091c80795","0","domain.local","True"
"getnpusers-asreproast","04ae8fec5515d43a","1","users.txt","True"
"getnpusers-asreproast","728043f16ef5d8d0","2","192.168.1.10","True"
"getuserspns-kerberoast","13953c1091c80795","0","domain.local","True"
"getuserspns-kerberoast","8bf07c964604e256","1","user","True"
"getuserspns-kerberoast","11c745735b462353","2","Password123","True"
"getuserspns-kerberoast","728043f16ef5d8d0","3","192.168.1.10","True"
"evil-winrm-shell","face8a1865a28492","0","192.168.1.10","True"
"evil-winrm-shell","8bf07c964604e256","1","administrator","True"
"evil-winrm-shell","3c5dfc5cec43fca4","2","Password123","True"
"rpcclient-enum","8bf07c964604e256","0","","True"
"rpcclient-enum","11c745735b462353","1","","True"
"rpcclient-enum","face8a1865a28492","2","192.168.1.10","True"
"smbclient-connect","face8a1865a28492","0","192.168.1.10","True"
"smbclient-connect","df84dcd52099d866","1","C$","True"
"smbclient-connect","8bf07c964604e256","2","administrator","True"
"smbmap-shares","face8a1865a28492","0","192.168.1.10","True"
"smbmap-shares","8bf07c964604e256","1","guest","True"
"smbmap-shares","11c745735b462353","2","","True"
"ldapsearch-ad","face8a1865a28492","0","192.168.1.10","True"
"ldapsearch-ad","8bf07c964604e256","1","user","True"
"ldapsearch-ad","13953c1091c80795","2","domain.local","True"
"ldapsearch-ad","11c745735b462353","3","Password123","True"
"ldapsearch-ad","4949ad9b14a4ad1e","4","DC=domain,DC=local","True"
"sc-qc-service","799d349b131e1a47","0","wuauserv","True"
"strings-binary-analysis","7ea644704361261f","0","/usr/local/bin/vulnerable_app","True"
"getcap-specific-binary","7ea644704361261f","0","/usr/bin/python3","True"
"ldap-dn-path-check","49ef992e42d2eaea","0","ldap_results.txt","True"
"ad-acl-enumeration-by-sid","face8a1865a28492","0","CN=Administrator,CN=Users,DC=corp,DC=com","True"
"ad-acl-enumeration-by-sid","cb8517283ed1f705","1","S-1-5-21-1234567890-1234567890-1234567890-1001","True"
"check-robots-txt","face8a1865a28492","0","192.168.1.100","True"
"check-rate-limiting","b8390328cdfbbe13","0","/usr/share/seclists/Passwords/Common-Credentials/10-million-password-list-top-20.txt","True"
"check-rate-limiting","f519309d8af2d02b","1","http://192.168.1.100/login.php","True"
"check-rate-limiting","60886aaed80d3c16","2","username=admin&password=FUZZ","True"
"cat-read-file","3e363ed1bddd7718","0","/etc/passwd","True"
"cd-change-directory","9d06ad462367b532","0","/var/www/html","True"
"file-rename-extension","d7a4cf3fbc12de45","0","shell.txt","True"
"file-rename-extension","f1c0b253866b2880","1","shell.php","True"
"hosts-file-add-entry","5a6d0e2c962b1bab","0","10.10.11.18","True"
"hosts-file-add-entry","bb3f1995b166363e","1","usage.htb","True"
"capture-user-flag","8bf07c964604e256","0","dash","True"
"binary-dynamic-analysis","b8b5e22f4e84228c","0","/usr/bin/usage_management","True"
"binary-dynamic-analysis","54421343f33ee85a","1","password","False"
"windows-read-file-type","0843939c4a81ba4e","0","C:\Users\Administrator\Desktop\flag.txt","True"
"powershell-get-content","0843939c4a81ba4e","0","C:\Users\Administrator\Desktop\flag.txt","True"
"sed-replace","94dc7e6af39d933b","0","old_text","True"
"sed-replace","add13b8c12f6f2e6","1","new_text","True"
"sed-replace","3e363ed1bddd7718","2","config.txt","True"
"awk-print","a1356268dd440ba8","0","1","True"
"awk-print","3e363ed1bddd7718","1","output.txt","True"
"cut-fields","3e4191f7c383f494","0",":","True"
"cut-fields","df2d6cd6caa7d359","1","1,3","True"
"cut-fields","3e363ed1bddd7718","2","/etc/passwd","True"
"sort-lines","3e363ed1bddd7718","0","wordlist.txt","True"
"uniq-lines","3e363ed1bddd7718","0","sorted.txt","True"
"tr-characters","df07298e988a4d37","0","a-z","True"
"tr-characters","753713d2ddf38b3b","1","A-Z","True"
"base64-encode","3e363ed1bddd7718","0","exploit.sh","False"
"base64-decode","3e363ed1bddd7718","0","encoded.txt","False"
"xxd-hex","3e363ed1bddd7718","0","binary_file","True"
"hexdump-file","3e363ed1bddd7718","0","binary","True"
"strings-file","3e363ed1bddd7718","0","program.exe","True"
"od-octal-dump","3e363ed1bddd7718","0","binary","True"
"apt-install","dd7c1d22cba58a09","0","nmap","True"
"pip-install","dd7c1d22cba58a09","0","impacket","True"
"pip3-install","dd7c1d22cba58a09","0","pwntools","True"
"npm-install","dd7c1d22cba58a09","0","express","True"
"gem-install","ead76ac9f4b68f8c","0","winrm","True"
"yum-install","dd7c1d22cba58a09","0","nmap","True"
"dnf-install","dd7c1d22cba58a09","0","nmap","True"
"brew-install","dd7c1d22cba58a09","0","nmap","True"
"cargo-install","dd7c1d22cba58a09","0","feroxbuster","True"
"go-get","dd7c1d22cba58a09","0","github.com/OJ/gobuster/v3@latest","True"
"go-install","dd7c1d22cba58a09","0","github.com/OJ/gobuster/v3","True"
"choco-install","dd7c1d22cba58a09","0","nmap","True"
"winget-install","dd7c1d22cba58a09","0","Nmap.Nmap","True"
"scoop-install","dd7c1d22cba58a09","0","nmap","True"
"ping-host","f954b1f77df13614","0","4","False"
"ping-host","face8a1865a28492","1","192.168.1.1","True"
"traceroute-host","face8a1865a28492","0","192.168.1.1","True"
"tracert-windows","face8a1865a28492","0","192.168.1.1","True"
"dig-dns","13953c1091c80795","0","example.com","True"
"dig-dns","f58b2c6da7c81df2","1","A","False"
"nslookup-dns","13953c1091c80795","0","example.com","True"
"host-dns","13953c1091c80795","0","example.com","True"
"whois-domain","13953c1091c80795","0","example.com","True"
"curl-url","84576cd78cb8dae9","0","http://example.com","True"
"wget-url","84576cd78cb8dae9","0","http://example.com/file.txt","True"
"nc-listener","f4da422801e90d2e","0","4444","True"
"nc-connect","face8a1865a28492","0","192.168.1.1","True"
"nc-connect","f4da422801e90d2e","1","80","True"
"ssh-connect","8bf07c964604e256","0","root","True"
"ssh-connect","face8a1865a28492","1","192.168.1.1","True"
"scp-file","08ad5c76e23be9d9","0","exploit.sh","True"
"scp-file","8bf07c964604e256","1","root","True"
"scp-file","face8a1865a28492","2","192.168.1.1","True"
"scp-file","b29e0188261bb8ce","3","/tmp/exploit.sh","True"
"rsync-files","08ad5c76e23be9d9","0","/tmp/loot/","True"
"rsync-files","8bf07c964604e256","1","kali","True"
"rsync-files","face8a1865a28492","2","192.168.45.xxx","True"
"rsync-files","b29e0188261bb8ce","3","/home/kali/exfil/","True"
"telnet-connect","face8a1865a28492","0","192.168.1.1","True"
"telnet-connect","f4da422801e90d2e","1","23","True"
"ftp-connect","face8a1865a28492","0","192.168.1.1","True"
"nmap-udp-scan","f4da422801e90d2e","0","88","True"
"nmap-udp-scan","face8a1865a28492","1","192.168.1.10","True"
"mkdir-directory","e26d08a3b58ba1f7","0","/tmp/output","True"
"chmod-executable","3e363ed1bddd7718","0","exploit.sh","True"
