"command_id","flag_id","position"
"cap-find","fe5dc4426b6383c4","0"
"cap-find","8c134112fe76eddd","1"
"kernel-exploit-search","5760c2d08a6e0538","0"
"ffuf-dir-fuzz","4731e1e76889413b","0"
"ffuf-dir-fuzz","cf07cf4d6d4ae2a4","1"
"ffuf-dir-fuzz","99c662d4720a9ac6","2"
"ffuf-dir-fuzz","1ac9f97b5e4efa1a","3"
"ffuf-vhost-fuzz","7ef56b707cd6ffa9","0"
"ffuf-vhost-fuzz","1ac9f97b5e4efa1a","1"
"ffuf-param-fuzz","878e0830fa31f67d","0"
"ffuf-param-fuzz","896193ea692d3726","1"
"curl-get","f2ca75f80e334bc8","0"
"curl-get","6dff6bf21f658b45","1"
"curl-get","79ce0d6465b975a0","2"
"curl-headers","6e9aeb4b8658eed1","0"
"gobuster-dir-basic","87fb93b640a017fc","0"
"gobuster-dir-basic","4731e1e76889413b","1"
"gobuster-dir-basic","cf07cf4d6d4ae2a4","2"
"gobuster-dir-basic","f9a7a7e1291a282a","3"
"gobuster-dir-basic","30bd005d98b9ca02","4"
"wfuzz-dir","cf07cf4d6d4ae2a4","0"
"wfuzz-dir","30f63bbc5d330eb9","1"
"wfuzz-dir","252d5cb90d2f78b4","2"
"wfuzz-dir","694033e812915614","3"
"nikto-web-scan","0e9671ac0ce24e43","0"
"nikto-web-scan","b9f9d7c3bf760652","1"
"nikto-web-scan","941ad44e3a20ab43","2"
"nikto-web-scan","e70f248960b43e8d","3"
"wpscan-enumerate","c5fcabc36dd47942","0"
"wpscan-enumerate","bcc2be3e0d742628","1"
"wpscan-enumerate","bbd94723ce204b3d","2"
"joomscan-enumerate","4731e1e76889413b","0"
"joomscan-enumerate","8c7df1479d3d2a86","1"
"droopescan-enumerate","c5c271770401c9eb","0"
"droopescan-enumerate","4731e1e76889413b","1"
"droopescan-enumerate","30bd005d98b9ca02","2"
"wget-recursive","fe5dc4426b6383c4","0"
"wget-recursive","7a103b4779d70048","1"
"wget-recursive","a299c14cb24e2a06","2"
"wget-recursive","07a8263bdd88fe04","3"
"sqlmap-advanced","4731e1e76889413b","0"
"sqlmap-advanced","b9f9d7c3bf760652","1"
"sqlmap-advanced","c151541e03bc165b","2"
"sqlmap-advanced","674ad2f2c6e187c2","3"
"sqlmap-advanced","35cb236d0cadf4a6","4"
"php-http-server","42a0b2b231b62427","0"
"scp-upload","092958f1daaa7cb3","0"
"scp-upload","fe5dc4426b6383c4","1"
"tftp-upload","6dff6bf21f658b45","0"
"tftp-upload","d5d07541e3b09e0c","1"
"tftp-upload","ed5128d1678287f8","2"
"impacket-smbserver","3916e2c62b72fd6c","0"
"impacket-smbserver","c1acba2db2c92ac2","1"
"impacket-smbserver","b60c193a9821f589","2"
"bitsadmin-download","63fda6e0f9623b8e","0"
"bitsadmin-download","dc4a0529460f36e1","1"
"bitsadmin-download","820de0076d78a655","2"
"powershell-invoke-webrequest","10b2f10a6eb20b7f","0"
"powershell-invoke-webrequest","3b3b37acb3a23240","1"
"chisel-server","b9f9d7c3bf760652","0"
"chisel-server","4490e095574da94e","1"
"chisel-server","c687ff1a65874407","2"
"ssh-local-forward","79ce0d6465b975a0","0"
"ssh-local-forward","dca32a170aeabfa7","1"
"ssh-local-forward","4a961227807cbfb2","2"
"ssh-remote-forward","5375831b6f014d1a","0"
"ssh-remote-forward","dca32a170aeabfa7","1"
"ssh-dynamic-forward","e0b5d06a9d946b75","0"
"ssh-dynamic-forward","dca32a170aeabfa7","1"
"ssh-dynamic-forward","4a961227807cbfb2","2"
"msfvenom-linux-shell","b9f9d7c3bf760652","0"
"msfvenom-linux-shell","77718abbb7d8f7f0","1"
"msfvenom-linux-shell","a0bbe38f9b4c1a72","2"
"msfvenom-linux-shell","4a961227807cbfb2","3"
"msfvenom-linux-shell","e70f248960b43e8d","4"
"msfvenom-windows-shell","b9f9d7c3bf760652","0"
"msfvenom-windows-shell","4a961227807cbfb2","1"
"msfvenom-windows-shell","e70f248960b43e8d","2"
"msfvenom-staged","b9f9d7c3bf760652","0"
"msfvenom-staged","a3aa89353f31f51e","1"
"msfvenom-staged","6dff6bf21f658b45","2"
"searchsploit-search","30bd005d98b9ca02","0"
"searchsploit-search","cf07cf4d6d4ae2a4","1"
"searchsploit-search","f9a7a7e1291a282a","2"
"searchsploit-search","ac6a84bbda91a3f3","3"
"searchsploit-update","4731e1e76889413b","0"
"socat-listener","b2a624b8751f7222","0"
"socat-listener","47a44cf5eef29948","1"
"msfconsole-search","eee07e1b03c6ff0d","0"
"msfconsole-search","f9a7a7e1291a282a","1"
"linenum-run","30bd005d98b9ca02","0"
"linenum-run","5b58e30f41521069","1"
"linenum-run","fe5dc4426b6383c4","2"
"wes-run","b4e22f05647a57ee","0"
"wes-run","71fa336b059f9dbe","1"
"wes-run","72360e95b2377425","2"
"powerup-run","885b1640c62fffcb","0"
"powerup-run","38aa04fbbf839040","1"
"privesccheck-run","f1ae71e12e0d2545","0"
"privesccheck-run","405538c812a3fd8a","1"
"seatbelt-run","7b3a622130420246","0"
"seatbelt-run","6605fbdb80a349a6","1"
"seatbelt-run","c264cd0be7a879c4","2"
"sharphound-collect","38aa04fbbf839040","0"
"sharphound-collect","799d0b1555a815a5","1"
"sharphound-collect","71f560b075a981a5","2"
"hydra-ftp","79ce0d6465b975a0","0"
"hydra-ftp","092958f1daaa7cb3","1"
"hydra-ftp","30bd005d98b9ca02","2"
"hydra-ftp","864d362776748c8c","3"
"hydra-http","851143307ac3c2f6","0"
"hydra-http","79ce0d6465b975a0","1"
"hydra-http","900a2fa98b28563b","2"
"medusa-ssh","0e9671ac0ce24e43","0"
"medusa-ssh","90e71d16ba0e980b","1"
"medusa-ssh","092958f1daaa7cb3","2"
"medusa-ssh","bfbcfcd575910058","3"
"cme-smb","4731e1e76889413b","0"
"cme-smb","b9f9d7c3bf760652","1"
"cme-smb","77f4e7bc553944ae","2"
"cme-smb","5bf7e90f04d7d61a","3"
"john-crack","304061f2b030f444","0"
"john-crack","87010e877944441f","1"
"john-crack","26a5147ff5c52e99","2"
"hashcat-crack","ac6a84bbda91a3f3","0"
"hashcat-crack","5760c2d08a6e0538","1"
"hashcat-crack","fe5dc4426b6383c4","2"
"hashcat-crack","26a5147ff5c52e99","3"
"hashid-identify","ac6a84bbda91a3f3","0"
"hashid-identify","0ecb0dcb1c390d02","1"
"kerbrute-userenum","896193ea692d3726","0"
"kerbrute-userenum","01ef6e8761de31a0","1"
"kerbrute-userenum","e70f248960b43e8d","2"
"cme-smb-users","2520b92e5a471422","0"
"cme-smb-users","daaf84f364f8eca5","1"
"secretsdump-hashes","f06c2826a08b943f","0"
"secretsdump-hashes","8a2d15754e2abf4f","1"
"secretsdump-hashes","b6aef0c27acf0b17","2"
"secretsdump-hashes","0d3e85f412600f0c","3"
"secretsdump-hashes","a78f45445a3ece4d","4"
"secretsdump-hashes","c732ab9231e22d3d","5"
"secretsdump-hashes","0887e6569e317e40","6"
"secretsdump-hashes","5b36e06ed50027cd","7"
"secretsdump-hashes","5b58e30f41521069","8"
"getnpusers-asreproast","9291f7eb4af0764f","0"
"getnpusers-asreproast","54ec8bc2c559acfe","1"
"getnpusers-asreproast","3944bc8b82f637f2","2"
"getuserspns-kerberoast","3944bc8b82f637f2","0"
"getuserspns-kerberoast","9291f7eb4af0764f","1"
"getuserspns-kerberoast","777c6bae1814a0f8","2"
"evil-winrm-shell","6dff6bf21f658b45","0"
"evil-winrm-shell","4731e1e76889413b","1"
"evil-winrm-shell","b9f9d7c3bf760652","2"
"evil-winrm-shell","7ef56b707cd6ffa9","3"
"smbclient-connect","90e71d16ba0e980b","0"
"smbclient-connect","dca32a170aeabfa7","1"
"smbclient-connect","79ce0d6465b975a0","2"
"smbmap-shares","7ef56b707cd6ffa9","0"
"smbmap-shares","4731e1e76889413b","1"
"smbmap-shares","b9f9d7c3bf760652","2"
"smbmap-shares","5375831b6f014d1a","3"
"rubeus-asreproast","cf472dcbcc6d651d","0"
"rubeus-asreproast","d1c79a500ee270e5","1"
"rubeus-asreproast","511d4296a767b98b","2"
"rubeus-kerberoast","cf472dcbcc6d651d","0"
"rubeus-kerberoast","d1c79a500ee270e5","1"
"rubeus-kerberoast","511d4296a767b98b","2"
"sc-qc-service","96b1009a2503a65e","0"
"nmap-version-check","1e0b9ec91a5d5610","0"
"strings-binary-analysis","86796b0a3b804661","0"
"ad-check-allextendedrights","7ffcbfbf5cf73e49","0"
"ad-check-allextendedrights","72a7051a9826cf83","1"
"check-rate-limiting","38aa04fbbf839040","0"
"check-rate-limiting","cf07cf4d6d4ae2a4","1"
"check-rate-limiting","4731e1e76889413b","2"
"check-rate-limiting","896193ea692d3726","3"
"check-rate-limiting","30f63bbc5d330eb9","4"
"hosts-file-add-entry","b6c745935fc3bf99","0"
"hosts-file-add-entry","08a8a15e76e3dfc7","1"
"windows-read-file-type","9d87a36df3fde8d1","0"
"windows-read-file-type","84857049e920d30e","1"
"windows-read-file-type","0ac90d90e75fd2e6","2"
"windows-read-file-type","505ae6a665dbb169","3"
"powershell-get-content","137a453e9b414e2c","0"
"powershell-get-content","c0b8e6e740eaebf0","1"
"powershell-get-content","ec5426e2919b99a1","2"
"powershell-get-content","0e68ab1d37a9229f","3"
"powershell-get-content","492f5896ea169552","4"
"sed-replace","6dff6bf21f658b45","0"
"sed-replace","a3aa89353f31f51e","1"
"sed-replace","327749ce83529dd2","2"
"awk-print","b18f915ceb49196f","0"
"awk-print","dc7bf0efe544aa04","1"
"awk-print","5eeeb7c6a19e4565","2"
"cut-fields","896193ea692d3726","0"
"cut-fields","4a961227807cbfb2","1"
"cut-fields","38aa04fbbf839040","2"
"sort-lines","fe5dc4426b6383c4","0"
"sort-lines","1a68156bac40ee7f","1"
"sort-lines","4731e1e76889413b","2"
"sort-lines","5b58e30f41521069","3"
"uniq-lines","38aa04fbbf839040","0"
"uniq-lines","896193ea692d3726","1"
"uniq-lines","4731e1e76889413b","2"
"tr-characters","896193ea692d3726","0"
"tr-characters","703755ec3af852bb","1"
"tr-characters","38aa04fbbf839040","2"
"base64-encode","1d2f8f2c061312c0","0"
"base64-decode","896193ea692d3726","0"
"xxd-hex","fe5dc4426b6383c4","0"
"xxd-hex","b9f9d7c3bf760652","1"
"xxd-hex","6dff6bf21f658b45","2"
"hexdump-file","75448214e7b17584","0"
"hexdump-file","1a68156bac40ee7f","1"
"strings-file","1a68156bac40ee7f","0"
"strings-file","5760c2d08a6e0538","1"
"strings-file","a3aa89353f31f51e","2"
"od-octal-dump","8e17e60a107655ee","0"
"od-octal-dump","5cc24192417134f9","1"
"od-octal-dump","f2ca75f80e334bc8","2"
"apt-install","ee037ede9d5c080f","0"
"apt-install","f37be907078bc191","1"
"apt-upgrade","ee037ede9d5c080f","0"
"pip-install","5fcc84c820d6d1fe","0"
"pip-install","31970d0c109fbfc4","1"
"pip-install","fe5dc4426b6383c4","2"
"pip3-install","5fcc84c820d6d1fe","0"
"pip3-install","31970d0c109fbfc4","1"
"pip3-install","fe5dc4426b6383c4","2"
"npm-install","6da8703211d78efc","0"
"npm-install","afb167df933bd293","1"
"npm-install","2c18e74acc241b2a","2"
"gem-install","34a639c5528cae0b","0"
"gem-install","50954ce04ff0a5af","1"
"yum-install","ee037ede9d5c080f","0"
"dnf-install","ee037ede9d5c080f","0"
"choco-install","ee037ede9d5c080f","0"
"winget-install","a3aa89353f31f51e","0"
"winget-install","6dff6bf21f658b45","1"
"winget-install","0e9671ac0ce24e43","2"
"ping-host","38aa04fbbf839040","0"
"ping-host","6dff6bf21f658b45","1"
"ping-host","9b464139eda3b7cf","2"
"traceroute-host","1a68156bac40ee7f","0"
"traceroute-host","ac6a84bbda91a3f3","1"
"traceroute-host","b9f9d7c3bf760652","2"
"tracert-windows","896193ea692d3726","0"
"tracert-windows","0e9671ac0ce24e43","1"
"dig-dns","a6108b5e67a18eda","0"
"dig-dns","ffbdbdcf4686ae3d","1"
"dig-dns","00a64f08192cedbe","2"
"dig-dns","2a155ab6d7c875b5","3"
"host-dns","30bd005d98b9ca02","0"
"host-dns","5760c2d08a6e0538","1"
"curl-url","e70f248960b43e8d","0"
"curl-url","9a3344ba4d780500","1"
"curl-url","703755ec3af852bb","2"
"curl-url","f2ca75f80e334bc8","3"
"curl-url","6e9aeb4b8658eed1","4"
"curl-url","878e0830fa31f67d","5"
"curl-url","896193ea692d3726","6"
"curl-url","7ef56b707cd6ffa9","7"
"curl-url","4731e1e76889413b","8"
"curl-url","5b58e30f41521069","9"
"curl-url","79ce0d6465b975a0","10"
"wget-url","9a3344ba4d780500","0"
"wget-url","fe5dc4426b6383c4","1"
"wget-url","7a103b4779d70048","2"
"wget-url","c6f5b03841fa1ad0","3"
"wget-url","400a8a104ba95204","4"
"wget-url","eee07e1b03c6ff0d","5"
"wget-url","092958f1daaa7cb3","6"
"nc-listener","851143307ac3c2f6","0"
"nc-listener","f2ca75f80e334bc8","1"
"nc-listener","1a68156bac40ee7f","2"
"nc-listener","b9f9d7c3bf760652","3"
"nc-connect","f2ca75f80e334bc8","0"
"nc-connect","1a68156bac40ee7f","1"
"nc-connect","9f94a0db36bd7063","2"
"ssh-connect","b9f9d7c3bf760652","0"
"ssh-connect","6dff6bf21f658b45","1"
"ssh-connect","79ce0d6465b975a0","2"
"ssh-connect","5375831b6f014d1a","3"
"ssh-connect","e0b5d06a9d946b75","4"
"ssh-connect","dca32a170aeabfa7","5"
"ssh-connect","4a961227807cbfb2","6"
"ssh-connect","e70f248960b43e8d","7"
"scp-file","092958f1daaa7cb3","0"
"scp-file","6dff6bf21f658b45","1"
"scp-file","fe5dc4426b6383c4","2"
"rsync-files","5760c2d08a6e0538","0"
"rsync-files","f2ca75f80e334bc8","1"
"rsync-files","9f94a0db36bd7063","2"
"rsync-files","092958f1daaa7cb3","3"
"rsync-files","ff744f280a9513a4","4"
"nmap-udp-scan","9cacac2240df43b9","0"
"nmap-udp-scan","b9f9d7c3bf760652","1"
"mkdir-directory","b9f9d7c3bf760652","0"
"chmod-executable","8ffa7e02016cd59d","0"
"chmod-numeric-permissions","e6925ca18708ac6d","0"
"chmod-numeric-permissions","26c8d0625d2625da","1"
"chmod-numeric-permissions","1ab278fe3b693ec8","2"
"chmod-writable","2a0154d7fc9ddbce","0"
"chown-file","5375831b6f014d1a","0"
"cp-file","fe5dc4426b6383c4","0"
"cp-file","b9f9d7c3bf760652","1"
"cp-file","f2ca75f80e334bc8","2"
"mv-file","6dff6bf21f658b45","0"
"mv-file","f2ca75f80e334bc8","1"
"rm-file","fe5dc4426b6383c4","0"
"rm-file","4a961227807cbfb2","1"
"rm-file","6dff6bf21f658b45","2"
"ln-symbolic","703755ec3af852bb","0"
"ln-symbolic","4a961227807cbfb2","1"
"find-files","6bc8e5bd9b05a608","0"
"find-files","5c4cbb9564b66e1c","1"
"find-files","f587709c187ccc3a","2"
"find-files","17f07e8b39bf3044","3"
"find-files","0b1f3559aec0edc8","4"
"find-files","53c75cd54136b354","5"
"find-files","2a56dc89cd4f2a7d","6"
"grep-file","6dff6bf21f658b45","0"
"grep-file","fe5dc4426b6383c4","1"
"grep-file","1a68156bac40ee7f","2"
"grep-file","f2ca75f80e334bc8","3"
"grep-file","01c24d3eb285e8a4","4"
"grep-file","e70f248960b43e8d","5"
"head-file","1a68156bac40ee7f","0"
"tail-file","1a68156bac40ee7f","0"
"tail-file","4a961227807cbfb2","1"
"wc-file","851143307ac3c2f6","0"
