"cheatsheet_id","command_id","context","scenario_title","section_title"
"ssh-tunneling-linux","proxychains-config","scenario","Scenario 3: SSH Dynamic Port Forward - SOCKS Proxy Multi-Target Enumeration",""
"ssh-tunneling-linux","proxychains-nmap","scenario","Scenario 3: SSH Dynamic Port Forward - SOCKS Proxy Multi-Target Enumeration",""
"ssh-tunneling-linux","systemctl-start-ssh","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall",""
"ssh-tunneling-linux","ssh-remote-port-forward","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall",""
"ssh-tunneling-linux","psql-connect","scenario","Scenario 4: SSH Remote Port Forward - Bypass Perimeter Firewall",""
"ssh-tunneling-linux","ssh-remote-dynamic-port-forward","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall",""
"ssh-tunneling-linux","proxychains-config","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall",""
"ssh-tunneling-linux","proxychains-nmap","scenario","Scenario 5: SSH Remote Dynamic Port Forward - Reverse SOCKS Through Firewall",""
"ssh-tunneling-linux","ip-addr","section","","Phase 1: Network Reconnaissance & Topology Mapping"
"ssh-tunneling-linux","ip-route","section","","Phase 1: Network Reconnaissance & Topology Mapping"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 1: Network Reconnaissance & Topology Mapping"
"ssh-tunneling-linux","socat-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)"
"ssh-tunneling-linux","ssh-local-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)"
"ssh-tunneling-linux","ssh-dynamic-port-forward","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 2: Outbound Port Forwarding (Permissive Firewall Environment)"
"ssh-tunneling-linux","systemctl-start-ssh","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)"
"ssh-tunneling-linux","ssh-remote-port-forward","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)"
"ssh-tunneling-linux","ssh-remote-dynamic-port-forward","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)"
"ssh-tunneling-linux","ss-listening-ports","section","","Phase 3: Reverse Tunneling (Inbound Firewall Restrictions)"
"ssh-tunneling-linux","sshuttle-vpn","section","","Phase 4: Advanced Techniques & Troubleshooting"
"ssh-tunneling-linux","ssh-debug-verbose","section","","Phase 4: Advanced Techniques & Troubleshooting"
"ssh-tunneling-linux","proxychains-config","section","","Phase 4: Advanced Techniques & Troubleshooting"
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","where-windows","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","ssh-version","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","ssh-remote-dynamic-port-forward","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","proxychains-config","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","proxychains-psql","scenario","Scenario 1: Windows OpenSSH Remote Dynamic Port Forward - Modern Windows",""
"port-forwarding-windows","systemctl-start-ssh","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH",""
"port-forwarding-windows","apache2-start","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH",""
"port-forwarding-windows","powershell-wget","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH",""
"port-forwarding-windows","plink-remote-forward","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH",""
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 2: Plink Remote Port Forward - Legacy Windows Without OpenSSH",""
"port-forwarding-windows","xfreerdp-connect","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","whoami-priv","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netsh-portproxy-add","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netstat-windows","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netsh-portproxy-show","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netsh-firewall-add-rule","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","nmap-port-check","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","ssh-connect","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netsh-firewall-delete-rule","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","netsh-portproxy-delete","scenario","Scenario 3: Netsh Portproxy - Native Windows Admin Port Forwarding",""
"port-forwarding-windows","systeminfo-windows","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment"
"port-forwarding-windows","where-windows","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment"
"port-forwarding-windows","whoami-priv","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment"
"port-forwarding-windows","ipconfig-all","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment"
"port-forwarding-windows","netsh-firewall-show","section","","Phase 1: Windows Enumeration & Port Forwarding Capability Assessment"
"port-forwarding-windows","ssh-remote-port-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","ssh-remote-dynamic-port-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","plink-remote-forward","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","powershell-wget","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","certutil-download","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","systemctl-start-ssh","section","","Phase 2: Non-Admin Port Forwarding Techniques (ssh.exe, Plink)"
"port-forwarding-windows","netsh-portproxy-add","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","netsh-portproxy-show","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","netsh-portproxy-delete","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","netsh-firewall-add-rule","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","netsh-firewall-delete-rule","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","netstat-windows","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","nmap-port-check","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"port-forwarding-windows","whoami-priv","section","","Phase 3: Admin Port Forwarding (Netsh) & Forensic Cleanup"
"oscp-oneliners-collection","powershell-runas-basic","scenario","Scenario: Quick PowerShell Elevation Test (RDP Access)",""
"oscp-oneliners-collection","powershell-runas-keepopen","scenario","Scenario: Quick PowerShell Elevation Test (RDP Access)",""
"oscp-oneliners-collection","powershell-runas-output-redirect","scenario","Scenario: Output Capture from Elevated Command (RDP)",""
"oscp-oneliners-collection","powershell-runas-download-execute","scenario","Scenario: Remote Script Execution with Elevation (RDP + Enumeration)",""
"oscp-oneliners-collection","powershell-runas-basic","section","","Windows PowerShell - Manual UAC Elevation"
"oscp-oneliners-collection","powershell-runas-output-redirect","section","","Windows PowerShell - Manual UAC Elevation"
"oscp-oneliners-collection","powershell-runas-keepopen","section","","Windows PowerShell - Manual UAC Elevation"
"oscp-oneliners-collection","powershell-runas-download-execute","section","","Windows PowerShell - Manual UAC Elevation"
"metasploit-basics","msf-db-init","scenario","Scenario 1: First-Time Metasploit Setup on Kali",""
"metasploit-basics","msf-console-start","scenario","Scenario 1: First-Time Metasploit Setup on Kali",""
"metasploit-basics","msf-db-status","scenario","Scenario 1: First-Time Metasploit Setup on Kali",""
"metasploit-basics","msf-workspace-add","scenario","Scenario 1: First-Time Metasploit Setup on Kali",""
"metasploit-basics","msf-workspace-list","scenario","Scenario 1: First-Time Metasploit Setup on Kali",""
"metasploit-basics","msf-workspace-add","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment",""
"metasploit-basics","msf-workspace-switch","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment",""
"metasploit-basics","msf-db-import","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment",""
"metasploit-basics","msf-hosts-list","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment",""
"metasploit-basics","msf-workspace-list","scenario","Scenario 2: Workspace Organization for Multi-Target Assessment",""
"metasploit-basics","msf-search-keyword","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-use-module","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-show-options","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-info-module","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-show-payloads","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-search-cve","scenario","Scenario 3: Module Discovery and Selection Workflow",""
"metasploit-basics","msf-db-import","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-hosts-list","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-services-list","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-services-filter-port","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-use-module","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-set-option","scenario","Scenario 4: Nmap Integration and Database-Driven Enumeration",""
"metasploit-basics","msf-db-init","section","","Phase 1: Initial Setup (One-Time Configuration)"
"metasploit-basics","msf-db-status","section","","Phase 1: Initial Setup (One-Time Configuration)"
"metasploit-basics","msf-console-start","section","","Phase 1: Initial Setup (One-Time Configuration)"
"metasploit-basics","msf-workspace-add","section","","Phase 2: Workspace Management (Per Engagement)"
"metasploit-basics","msf-workspace-list","section","","Phase 2: Workspace Management (Per Engagement)"
"metasploit-basics","msf-workspace-switch","section","","Phase 2: Workspace Management (Per Engagement)"
"metasploit-basics","msf-workspace-delete","section","","Phase 2: Workspace Management (Per Engagement)"
"metasploit-basics","msf-db-import","section","","Phase 3: Reconnaissance Import (After Nmap)"
"metasploit-basics","msf-hosts-list","section","","Phase 3: Reconnaissance Import (After Nmap)"
"metasploit-basics","msf-services-list","section","","Phase 3: Reconnaissance Import (After Nmap)"
"metasploit-basics","msf-services-filter-port","section","","Phase 3: Reconnaissance Import (After Nmap)"
"metasploit-basics","msf-search-keyword","section","","Phase 4: Module Discovery (Target Selection)"
"metasploit-basics","msf-search-type","section","","Phase 4: Module Discovery (Target Selection)"
"metasploit-basics","msf-search-platform","section","","Phase 4: Module Discovery (Target Selection)"
"metasploit-basics","msf-search-cve","section","","Phase 4: Module Discovery (Target Selection)"
"metasploit-basics","msf-info-module","section","","Phase 4: Module Discovery (Target Selection)"
"metasploit-basics","msf-use-module","section","","Phase 5: Module Configuration (Pre-Execution)"
"metasploit-basics","msf-show-options","section","","Phase 5: Module Configuration (Pre-Execution)"
"metasploit-basics","msf-set-option","section","","Phase 5: Module Configuration (Pre-Execution)"
"metasploit-basics","msf-show-advanced","section","","Phase 5: Module Configuration (Pre-Execution)"
"metasploit-post-exploit","meterpreter-sysinfo","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-getuid","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-getprivs","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-ps","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-migrate","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-getpid","scenario","Scenario 1: Initial Meterpreter Enumeration and Process Migration",""
"metasploit-post-exploit","meterpreter-getsystem","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester",""
"metasploit-post-exploit","meterpreter-getuid","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester",""
"metasploit-post-exploit","msf-session-background","scenario","Scenario 2: Windows Privilege Escalation with getsystem and Exploit Suggester",""
"metasploit-post-exploit","meterpreter-hashdump","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi",""
"metasploit-post-exploit","meterpreter-load-kiwi","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi",""
"metasploit-post-exploit","meterpreter-kiwi-creds-all","scenario","Scenario 3: Credential Harvesting with Mimikatz and Kiwi",""
"metasploit-post-exploit","meterpreter-ipconfig","scenario","Scenario 4: Pivoting and Network Routing",""
"metasploit-post-exploit","meterpreter-route-add","scenario","Scenario 4: Pivoting and Network Routing",""
"metasploit-post-exploit","msf-session-background","scenario","Scenario 4: Pivoting and Network Routing",""
"metasploit-post-exploit","meterpreter-upload","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access",""
"metasploit-post-exploit","meterpreter-shell","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access",""
"metasploit-post-exploit","msf-handler-background","scenario","Scenario 5: Persistence Mechanisms for Long-Term Access",""
"metasploit-post-exploit","meterpreter-sysinfo","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)"
"metasploit-post-exploit","meterpreter-getuid","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)"
"metasploit-post-exploit","meterpreter-getprivs","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)"
"metasploit-post-exploit","meterpreter-ps","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)"
"metasploit-post-exploit","meterpreter-migrate","section","","Phase 1: Initial Enumeration (First 5 Minutes Post-Exploit)"
"metasploit-post-exploit","meterpreter-getsystem","section","","Phase 2: Privilege Escalation (If Not Already SYSTEM)"
"metasploit-post-exploit","meterpreter-getuid","section","","Phase 2: Privilege Escalation (If Not Already SYSTEM)"
"metasploit-post-exploit","meterpreter-hashdump","section","","Phase 3: Credential Harvesting (Post-Escalation)"
"metasploit-post-exploit","meterpreter-load-kiwi","section","","Phase 3: Credential Harvesting (Post-Escalation)"
"metasploit-post-exploit","meterpreter-kiwi-creds-all","section","","Phase 3: Credential Harvesting (Post-Escalation)"
"metasploit-post-exploit","meterpreter-ipconfig","section","","Phase 4: Pivoting Setup (Multi-Network Environments)"
"metasploit-post-exploit","meterpreter-route-add","section","","Phase 4: Pivoting Setup (Multi-Network Environments)"
"metasploit-post-exploit","meterpreter-upload","section","","Phase 5: Persistence Installation (Long-Term Access)"
"metasploit-post-exploit","meterpreter-shell","section","","Phase 5: Persistence Installation (Long-Term Access)"
"metasploit-post-exploit","msf-handler-background","section","","Phase 5: Persistence Installation (Long-Term Access)"
"metasploit-post-exploit","meterpreter-hashdump","section","","Phase 6: Post-Exploitation Documentation and Cleanup"
"metasploit-post-exploit","meterpreter-kiwi-creds-all","section","","Phase 6: Post-Exploitation Documentation and Cleanup"
"metasploit-post-exploit","meterpreter-upload","section","","Phase 6: Post-Exploitation Documentation and Cleanup"
"metasploit-automation","msf-use-module","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-set-payload","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-set-lhost","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-set-lport","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-exploit-run","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-sessions-list","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-jobs-list","scenario","Scenario 1: Resource Script for Automated Exploitation Workflow",""
"metasploit-automation","msf-handler-autorunscript","scenario","Scenario 2: AutoRunScript for Automatic Post-Exploitation",""
"metasploit-automation","msf-handler-setup","scenario","Scenario 2: AutoRunScript for Automatic Post-Exploitation",""
"metasploit-automation","msf-handler-exitonsession","scenario","Scenario 2: AutoRunScript for Automatic Post-Exploitation",""
"metasploit-automation","msf-db-import","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-services-filter-port","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-hosts-list","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-use-module","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-set-option","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-exploit-run","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-sessions-list","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-jobs-list","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-db-export","scenario","Scenario 3: Mass Exploitation with Database Queries and Looping",""
"metasploit-automation","msf-use-module","section","","Phase 1: Resource Script Creation (Capture Successful Workflow)"
"metasploit-automation","msf-set-option","section","","Phase 1: Resource Script Creation (Capture Successful Workflow)"
"metasploit-automation","msf-exploit-run","section","","Phase 1: Resource Script Creation (Capture Successful Workflow)"
"metasploit-automation","msf-handler-autorunscript","section","","Phase 2: AutoRunScript Configuration (Automatic Post-Exploitation)"
"metasploit-automation","msf-handler-setup","section","","Phase 2: AutoRunScript Configuration (Automatic Post-Exploitation)"
"metasploit-automation","msf-handler-exitonsession","section","","Phase 2: AutoRunScript Configuration (Automatic Post-Exploitation)"
"metasploit-automation","msf-db-import","section","","Phase 3: Database-Driven Targeting (Mass Exploitation Setup)"
"metasploit-automation","msf-services-filter-port","section","","Phase 3: Database-Driven Targeting (Mass Exploitation Setup)"
"metasploit-automation","msf-hosts-list","section","","Phase 3: Database-Driven Targeting (Mass Exploitation Setup)"
"metasploit-automation","msf-set-option","section","","Phase 3: Database-Driven Targeting (Mass Exploitation Setup)"
"metasploit-automation","msf-exploit-run","section","","Phase 4: Parallel Execution and Monitoring"
"metasploit-automation","msf-jobs-list","section","","Phase 4: Parallel Execution and Monitoring"
"metasploit-automation","msf-sessions-list","section","","Phase 4: Parallel Execution and Monitoring"
"metasploit-automation","msf-sessions-list","section","","Phase 5: Results Collection and Documentation"
"metasploit-automation","msf-db-export","section","","Phase 5: Results Collection and Documentation"
"metasploit-automation","msf-jobs-list","section","","Phase 5: Results Collection and Documentation"
"metasploit-exploitation","msf-aux-smb-ms17010","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-use-module","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-show-options","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-show-payloads","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-set-payload","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-set-lhost","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-set-lport","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-exploit-check","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-exploit-run","scenario","Scenario 1: Basic Exploitation Workflow - SMB MS17-010 (EternalBlue)",""
"metasploit-exploitation","msf-handler-background","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-handler-exitonsession","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-jobs-list","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-sessions-list","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-session-interact","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-session-background","scenario","Scenario 2: Multi-Target Exploitation with Background Handlers",""
"metasploit-exploitation","msf-use-module","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-show-payloads","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-show-options","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-exploit-run","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-info-module","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-show-targets","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-set-target","scenario","Scenario 3: Payload Selection and Troubleshooting",""
"metasploit-exploitation","msf-handler-setup","scenario","Scenario 4: Session Upgrade and Management",""
"metasploit-exploitation","msf-session-upgrade-shell","scenario","Scenario 4: Session Upgrade and Management",""
